forecast_month,Product_ID,Region_ID,Actual_Demand,Model,forecast_demand,Product_Category,Product_Line,Region,evaluation_scope,forecast_error,absolute_error,squared_error,forecast_error_pct,forecast_direction,exception_priority
2025-12-01,P005,R01,4217,Random Forest,7928.398816088697,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,3711.3988160886965,3711.3988160886965,13774481.172064578,88.01040588306134,Overforecast,61
2025-09-01,P002,R03,9572,Random Forest,5888.693608048622,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,-3683.306391951378,3683.306391951378,13566745.976989878,-38.480008273624925,Underforecast,62
2025-09-01,P006,R03,2610,Random Forest,6238.378973845599,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,3628.378973845599,3628.378973845599,13165133.977844842,139.01835148833712,Overforecast,63
2025-12-01,P002,R02,10468,Random Forest,6868.161093417606,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,-3599.838906582394,3599.838906582394,12958840.153344326,-34.38898458714553,Underforecast,64
2025-09-01,P001,R03,10957,Random Forest,7370.083770799121,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-3586.9162292008787,3586.9162292008787,12865968.03530465,-32.73629852332645,Underforecast,65
2025-08-01,P008,R02,11121,Random Forest,7536.817319277949,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-3584.1826807220514,3584.1826807220514,12846365.48878791,-32.228960351785375,Underforecast,66
2025-07-01,P004,R04,6207,Random Forest,9780.693297799422,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,3573.693297799422,3573.693297799422,12771283.786736509,57.57521021104272,Overforecast,67
2025-12-01,P004,R01,1658,Random Forest,5101.908082070705,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,3443.908082070705,3443.908082070705,11860502.877751922,207.71460084865532,Overforecast,68
2025-08-01,P001,R02,8341,Random Forest,11759.942337392473,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,3418.942337392473,3418.942337392473,11689166.706414705,40.98959761890029,Overforecast,69
2025-07-01,P008,R01,3169,Random Forest,6573.189887064322,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,3404.1898870643217,3404.1898870643217,11588508.787191,107.42158053216541,Overforecast,70
2025-10-01,P005,R02,9988,Random Forest,6595.65363273056,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-3392.3463672694397,3392.3463672694397,11508013.875526164,-33.96422073757949,Underforecast,71
2025-07-01,P007,R04,9075,Random Forest,12464.288895812524,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,3389.288895812524,3389.288895812524,11487279.219278079,37.347536042011285,Overforecast,72
2025-08-01,P005,R04,7711,Random Forest,10949.658622039724,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,3238.658622039724,3238.658622039724,10488909.670112243,42.000500869403766,Overforecast,73
2025-10-01,P008,R04,15618,Random Forest,12416.927566197686,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,-3201.0724338023138,3201.0724338023138,10246864.726449069,-20.496045804855385,Underforecast,74
2025-07-01,P002,R01,10436,Random Forest,7285.875236149895,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,-3150.1247638501054,3150.1247638501054,9923286.027821682,-30.18517404992435,Underforecast,75
2025-10-01,P003,R01,13679,Random Forest,10559.24825868576,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-3119.7517413142396,3119.7517413142396,9732850.92743323,-22.80686995624124,Underforecast,76
2025-08-01,P005,R03,2509,Random Forest,5610.977685023308,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,3101.9776850233084,3101.9776850233084,9622265.558382563,123.63402491125181,Overforecast,77
2025-08-01,P003,R02,8786,Random Forest,11881.549279461024,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,3095.5492794610236,3095.5492794610236,9582425.341571663,35.23274845733011,Overforecast,78
2025-12-01,P007,R04,15045,Random Forest,11962.485099206346,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,-3082.5149007936543,3082.5149007936543,9501898.113614913,-20.488633438309435,Underforecast,79
2025-12-01,P008,R02,5950,Random Forest,9029.178022437833,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,3079.1780224378326,3079.1780224378326,9481337.29386416,51.75089113340895,Overforecast,80
2025-10-01,P008,R01,8286,Random Forest,5319.198922979799,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,-2966.801077020201,2966.801077020201,8801908.630608223,-35.80498524040793,Underforecast,81
2025-11-01,P001,R02,9580,Random Forest,12546.147339202464,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,2966.1473392024636,2966.1473392024636,8798030.037857855,30.961872016727177,Overforecast,82
2025-12-01,P006,R04,13409,Random Forest,10446.038156246532,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,-2962.961843753468,2962.961843753468,8779142.88753895,-22.09681440639472,Underforecast,83
2025-08-01,P007,R01,7583,Random Forest,4700.739050699301,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-2882.2609493006994,2882.2609493006994,8307428.179863769,-38.00950744165501,Underforecast,84
2025-07-01,P008,R03,10127,Random Forest,7287.105223960013,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,-2839.894776039987,2839.894776039987,8065002.338979208,-28.042804147723775,Underforecast,85
2025-11-01,P008,R02,7939,Random Forest,10760.90525408119,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,2821.90525408119,2821.90525408119,7963149.263011025,35.54484512005529,Overforecast,86
2025-12-01,P006,R02,11575,Random Forest,8767.196868983277,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-2807.8031310167225,2807.8031310167225,7883758.422547311,-24.25747845370819,Underforecast,87
2025-07-01,P003,R02,14929,Random Forest,12200.303923266276,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-2728.696076733724,2728.696076733724,7445782.279182018,-18.277822203320547,Underforecast,88
2025-11-01,P006,R04,9967,Random Forest,12669.542663433784,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,2702.5426634337837,2702.5426634337837,7303736.84767977,27.114905823555567,Overforecast,89
2025-08-01,P004,R03,4661,Random Forest,7358.752793858267,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,2697.752793858267,2697.752793858267,7277870.136770085,57.87927041103341,Overforecast,90
2025-08-01,P004,R04,13092,Random Forest,10434.076865925745,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,-2657.9231340742554,2657.9231340742554,7064555.386647112,-20.30188767242786,Underforecast,91
2025-09-01,P008,R01,7808,Random Forest,5172.876277181152,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,-2635.1237228188484,2635.1237228188484,6943877.034562667,-33.74902308938074,Underforecast,92
2025-08-01,P007,R03,1817,Random Forest,4447.205482309358,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,2630.2054823093576,2630.2054823093576,6917980.879170201,144.75539253216058,Overforecast,93
2025-11-01,P002,R02,6599,Random Forest,9027.369005375183,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,2428.3690053751834,2428.3690053751834,5896976.026266858,36.799045391349956,Overforecast,94
2025-08-01,P008,R04,15982,Random Forest,13591.602021824752,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,-2390.3979781752478,2390.3979781752478,5714002.494064312,-14.956813779096782,Underforecast,95
2025-10-01,P002,R04,18955,Random Forest,16673.050036045934,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-2281.9499639540663,2281.9499639540663,5207295.637989964,-12.038775858370173,Underforecast,96
2025-09-01,P005,R02,8527,Random Forest,6249.293690470227,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-2277.7063095297726,2277.7063095297726,5187946.032471736,-26.711695901603992,Underforecast,97
2025-12-01,P004,R03,2797,Random Forest,4986.383088758465,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,2189.3830887584654,2189.3830887584654,4793398.309341558,78.27612044184717,Overforecast,98
2025-09-01,P001,R01,9236,Random Forest,7052.833245785703,Battery System,EV Component,North America,Final test / rolling one-month-ahead,-2183.166754214297,2183.166754214297,4766217.076706588,-23.637578542813955,Underforecast,99
2025-10-01,P006,R02,7239,Random Forest,9419.25857522692,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,2180.2585752269206,2180.2585752269206,4753527.454850522,30.118228694942957,Overforecast,100
2025-07-01,P006,R01,6950,Random Forest,4790.783136363636,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,-2159.216863636364,2159.216863636364,4662217.464211657,-31.067868541530416,Underforecast,101
2025-07-01,P001,R01,3906,Random Forest,6017.7671340165625,Battery System,EV Component,North America,Final test / rolling one-month-ahead,2111.7671340165625,2111.7671340165625,4459560.428312526,54.06469877154538,Overforecast,102
2025-07-01,P005,R02,4475,Random Forest,6481.357924027359,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,2006.3579240273593,2006.3579240273593,4025472.119307375,44.83481394474546,Overforecast,103
2025-09-01,P005,R03,3485,Random Forest,5489.202919857921,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,2004.2029198579212,2004.2029198579212,4016829.343967017,57.509409465076644,Overforecast,104
2025-11-01,P001,R04,11623,Random Forest,13615.762661378816,Battery System,EV Component,South America,Final test / rolling one-month-ahead,1992.7626613788161,1992.7626613788161,3971103.0245855823,17.14499407535762,Overforecast,105
2025-11-01,P002,R04,11941,Random Forest,13886.222610036491,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,1945.2226100364915,1945.2226100364915,3783891.00259718,16.290282304970198,Overforecast,106
2025-07-01,P007,R02,6336,Random Forest,8265.21284571582,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,1929.2128457158196,1929.2128457158196,3721862.204074931,30.448435064959273,Overforecast,107
2025-12-01,P001,R03,5702,Random Forest,7556.995164058795,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,1854.9951640587951,1854.9951640587951,3441007.0586815164,32.532359944910475,Overforecast,108
2025-07-01,P001,R04,13417,Random Forest,15253.319605255849,Battery System,EV Component,South America,Final test / rolling one-month-ahead,1836.3196052558487,1836.3196052558487,3372069.692646996,13.686514163045754,Overforecast,109
2025-12-01,P003,R02,10879,Random Forest,12706.63508892496,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,1827.6350889249607,1827.6350889249607,3340250.018269749,16.79966071261109,Overforecast,110
2025-07-01,P005,R01,4284,Random Forest,6031.698777104359,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,1747.6987771043587,1747.6987771043587,3054451.015492071,40.79595651504105,Overforecast,111
2025-10-01,P007,R01,7628,Random Forest,5891.210150322197,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-1736.7898496778034,1736.7898496778034,3016438.981943847,-22.7686136559754,Underforecast,112
2025-09-01,P004,R01,8446,Random Forest,6744.902605223208,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,-1701.0973947767916,1701.0973947767916,2893732.3465163875,-20.140864252625995,Underforecast,113
2025-09-01,P007,R02,9445,Random Forest,7766.703609617817,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,-1678.2963903821828,1678.2963903821828,2816678.7739698645,-17.76915183040956,Underforecast,114
2025-10-01,P001,R01,5834,Random Forest,7498.23982374062,Battery System,EV Component,North America,Final test / rolling one-month-ahead,1664.2398237406196,1664.2398237406196,2769694.1909242086,28.526565370939654,Overforecast,115
2025-09-01,P006,R02,8651,Random Forest,10263.329673021424,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,1612.3296730214242,1612.3296730214242,2599606.974505373,18.637494775418148,Overforecast,116
2025-09-01,P003,R01,9613,Random Forest,8018.6416728036675,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-1594.3583271963325,1594.3583271963325,2541978.475500288,-16.58543979191025,Underforecast,117
2025-08-01,P001,R04,15289,Random Forest,13766.15879298904,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-1522.8412070109607,1522.8412070109607,2319045.3417705996,-9.96037155478423,Underforecast,118
2025-08-01,P006,R01,3649,Random Forest,5169.240068542569,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,1520.2400685425691,1520.2400685425691,2311129.866002315,41.66182703597065,Overforecast,119
2025-07-01,P004,R01,6644,Random Forest,5178.524014388389,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,-1465.4759856116107,1465.4759856116107,2147619.8644043216,-22.057134039909855,Underforecast,120
2025-12-01,P001,R02,15907,Random Forest,14461.72431439394,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,-1445.2756856060605,1445.2756856060605,2088821.8074040683,-9.085784155441381,Underforecast,121
2025-08-01,P008,R01,3893,Random Forest,5316.005014083141,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,1423.0050140831408,1423.0050140831408,2024943.2701057598,36.55291585109533,Overforecast,122
2025-07-01,P006,R02,10451,Random Forest,9029.567212972852,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-1421.4327870271482,1421.4327870271482,2020471.1680357659,-13.600926103025053,Underforecast,123
2025-11-01,P008,R01,5416,Random Forest,6833.933951687264,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,1417.9339516872642,1417.9339516872642,2010536.691347461,26.180464395998232,Overforecast,124
2025-11-01,P005,R01,7060,Random Forest,8467.15916342509,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,1407.1591634250908,1407.1591634250908,1980096.9112112015,19.931432909703837,Overforecast,125
2025-10-01,P006,R03,7036,Random Forest,5647.803608058608,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,-1388.196391941392,1388.196391941392,1927089.222599099,-19.729908924692893,Underforecast,126
2025-12-01,P006,R01,6951,Random Forest,8324.40905917693,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,1373.409059176931,1373.409059176931,1886252.4438292624,19.758438486216818,Overforecast,127
2025-07-01,P002,R02,7965,Random Forest,9279.732883257728,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,1314.7328832577277,1314.7328832577277,1728522.554319178,16.506376437636256,Overforecast,128
2025-11-01,P002,R01,7555,Random Forest,6268.855147044061,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,-1286.1448529559393,1286.1448529559393,1654168.5827850548,-17.023757153619314,Underforecast,129
2025-10-01,P004,R01,6971,Random Forest,8251.922589549567,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,1280.9225895495674,1280.9225895495674,1640762.6804183696,18.375019216031667,Overforecast,130
2025-08-01,P003,R04,13825,Random Forest,15036.879974927862,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,1211.8799749278623,1211.8799749278623,1468653.0736311562,8.76585876982179,Overforecast,131
2025-10-01,P002,R01,6196,Random Forest,7403.533946414766,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,1207.5339464147664,1207.5339464147664,1458138.23174402,19.488927476029154,Overforecast,132
2025-11-01,P003,R04,17350,Random Forest,16142.508454559336,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-1207.4915454406637,1207.4915454406637,1458035.8323106824,-6.9596054492257275,Underforecast,133
2025-09-01,P007,R03,4513,Random Forest,5720.231749639251,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,1207.2317496392507,1207.2317496392507,1457408.4973370463,26.75009416439731,Overforecast,134
