Product_ID,Product_Category,Product_Line,Region_ID,Region,Model,evaluation_start,evaluation_end,observation_count,evaluated_months,actual_demand,forecast_demand,absolute_error_sum,squared_error_sum,error_sum,mae,rmse,wape_pct,mean_bias,forecast_bias_pct,overforecast_count,underforecast_count
P003,Motor Component,EV Component,R04,South America,Seasonal Naive,2025-07-01,2025-12-01,6,6,118732.0,112425.0,53805.0,617272937.0,-6307.0,8967.5,10142.919837666732,45.31634268773372,-1051.1666666666667,-5.311963076508439,2,4
P004,Electronic Module,Automotive Component,R01,North America,Seasonal Naive,2025-07-01,2025-12-01,6,6,29026.0,40492.0,11544.0,36957930.0,11466.0,1924.0,2481.865225994353,39.7712395783091,1911.0,39.50251498656377,5,1
P004,Electronic Module,Automotive Component,R01,North America,Random Forest,2025-07-01,2025-12-01,6,6,29026.0,38993.53616960604,16300.682930382856,73891144.89557646,9967.53616960605,2716.7804883971426,3509.300616352126,56.15890212355425,1661.256028267675,34.34002676774633,4,2
P004,Electronic Module,Automotive Component,R01,North America,Naive Forecast,2025-07-01,2025-12-01,6,6,29026.0,32216.0,16376.0,67388304.0,3190.0,2729.3333333333335,3351.325707835632,56.41838351822504,531.6666666666666,10.990146764969337,3,3
P004,Electronic Module,Automotive Component,R02,Europe,Random Forest,2025-07-01,2025-12-01,6,6,55997.0,51717.22394057591,17763.940351354377,126473694.03583294,-4279.77605942409,2960.6567252257296,4591.181656825633,31.723021503570507,-713.296009904015,-7.642866688258461,1,5
P004,Electronic Module,Automotive Component,R02,Europe,Seasonal Naive,2025-07-01,2025-12-01,6,6,55997.0,48412.0,20027.0,103581771.0,-7585.0,3337.8333333333335,4154.952286127965,35.76441595085451,-1264.1666666666667,-13.54536850188403,3,3
P004,Electronic Module,Automotive Component,R02,Europe,Naive Forecast,2025-07-01,2025-12-01,6,6,55997.0,52783.0,29144.0,199640074.0,-3214.0,4857.333333333333,5768.305268158636,52.04564530242691,-535.6666666666666,-5.739593192492455,2,4
P004,Electronic Module,Automotive Component,R03,Asia,Seasonal Naive,2025-07-01,2025-12-01,6,6,23541.0,31907.0,8838.0,24874392.0,8366.0,1473.0,2036.107069876238,37.543010067541736,1394.3333333333333,35.53799753621342,4,2
P004,Electronic Module,Automotive Component,R03,Asia,Random Forest,2025-07-01,2025-12-01,6,6,23541.0,40025.65660193368,18701.369144424694,93792571.97045802,16484.656601933682,3116.8948574041156,3953.7444692860045,79.44169382959387,2747.442766988947,70.02530309644315,5,1
P004,Electronic Module,Automotive Component,R03,Asia,Naive Forecast,2025-07-01,2025-12-01,6,6,23541.0,31064.0,24513.0,130948057.0,7523.0,4085.5,4671.688791718329,104.12896648400663,1253.8333333333333,31.95701117199779,3,3
P004,Electronic Module,Automotive Component,R04,South America,Seasonal Naive,2025-07-01,2025-12-01,6,6,65654.0,81853.0,38981.0,309483187.0,16199.0,6496.833333333333,7181.958727719525,59.37338166752978,2699.8333333333335,24.67328723307034,3,3
P004,Electronic Module,Automotive Component,R04,South America,Random Forest,2025-07-01,2025-12-01,6,6,65654.0,65870.27118568099,41734.52385689031,340367470.9355056,216.27118568098558,6955.753976148385,7531.793400152734,63.56737419942473,36.0451976134976,0.32941052438691565,3,3
P004,Electronic Module,Automotive Component,R04,South America,Naive Forecast,2025-07-01,2025-12-01,6,6,65654.0,54711.0,51885.0,542508635.0,-10943.0,8647.5,9508.843559199684,79.0279343223566,-1823.8333333333333,-16.66768209096171,3,3
P005,Sensor,Automotive Component,R01,North America,Naive Forecast,2025-07-01,2025-12-01,6,6,46329.0,46001.0,16388.0,85128678.0,-328.0,2731.3333333333335,3766.711164928896,35.37309244749509,-54.666666666666664,-0.7079798830106413,4,2
P005,Sensor,Automotive Component,R01,North America,Random Forest,2025-07-01,2025-12-01,6,6,46329.0,42131.606940201185,17929.906573035107,79980853.58174406,-4197.393059798813,2988.3177621725176,3651.0467353382387,38.70125962795464,-699.5655099664688,-9.059969047030613,3,3
P005,Sensor,Automotive Component,R01,North America,Seasonal Naive,2025-07-01,2025-12-01,6,6,46329.0,45081.0,23658.0,105968926.0,-1248.0,3943.0,4202.557277023916,51.06520753739559,-208.0,-2.693777115845367,3,3
P005,Sensor,Automotive Component,R02,Europe,Seasonal Naive,2025-07-01,2025-12-01,6,6,61738.0,56075.0,20887.0,115369505.0,-5663.0,3481.1666666666665,4385.002945647053,33.83167579124688,-943.8333333333334,-9.172632738345913,1,5
P005,Sensor,Automotive Component,R02,Europe,Random Forest,2025-07-01,2025-12-01,6,6,61738.0,46247.73398778826,27750.42948353209,166276710.1077685,-15490.26601221174,4625.071580588682,5264.293401584055,44.94870174533041,-2581.7110020352898,-25.090326884919726,2,4
P005,Sensor,Automotive Component,R02,Europe,Naive Forecast,2025-07-01,2025-12-01,6,6,61738.0,57447.0,35065.0,282447703.0,-4291.0,5844.166666666667,6861.0944583693545,56.7964624704396,-715.1666666666666,-6.950338527325148,2,4
P005,Sensor,Automotive Component,R03,Asia,Random Forest,2025-07-01,2025-12-01,6,6,29153.0,34886.89016378066,7694.723651126657,15776636.96451489,5733.890163780662,1282.453941854443,1621.5546534378097,26.39427726520995,955.6483606301103,19.66826797852935,5,1
P005,Sensor,Automotive Component,R03,Asia,Naive Forecast,2025-07-01,2025-12-01,6,6,29153.0,27542.0,12395.0,39714017.0,-1611.0,2065.8333333333335,2572.742278840485,42.517065139093745,-268.5,-5.526017905532878,2,4
P005,Sensor,Automotive Component,R03,Asia,Seasonal Naive,2025-07-01,2025-12-01,6,6,29153.0,38100.0,19005.0,101157915.0,8947.0,3167.5,4106.050718147549,65.19054642746887,1491.1666666666667,30.689808939045726,3,3
P005,Sensor,Automotive Component,R04,South America,Seasonal Naive,2025-07-01,2025-12-01,6,6,71882.0,84800.0,24188.0,136623720.0,12918.0,4031.3333333333335,4771.857080843893,33.649592387523995,2153.0,17.971119334464817,4,2
P005,Sensor,Automotive Component,R04,South America,Random Forest,2025-07-01,2025-12-01,6,6,71882.0,82290.59469125592,33042.01449176365,297782461.1950398,10408.594691255907,5507.002415293941,7044.885392905501,45.967021635129306,1734.7657818759844,14.480112811630041,4,2
P005,Sensor,Automotive Component,R04,South America,Naive Forecast,2025-07-01,2025-12-01,6,6,71882.0,82079.0,46463.0,528256795.0,10197.0,7743.833333333333,9383.1124455943,64.63787874572216,1699.5,14.185748866197379,3,3
P006,Brake System,Automotive Component,R01,North America,Random Forest,2025-07-01,2025-12-01,6,6,37158.0,33486.95104058442,10834.03447101509,32184324.470900796,-3671.0489594155815,1805.6724118358482,2316.042762662958,29.156667396025323,-611.8414932359302,-9.87956552940304,3,3
P006,Brake System,Automotive Component,R01,North America,Seasonal Naive,2025-07-01,2025-12-01,6,6,37158.0,36406.0,14144.0,45643308.0,-752.0,2357.3333333333335,2758.1185616285607,38.0644814037354,-125.33333333333333,-2.0237903008773346,4,2
P006,Brake System,Automotive Component,R01,North America,Naive Forecast,2025-07-01,2025-12-01,6,6,37158.0,31144.0,19726.0,87979764.0,-6014.0,3287.6666666666665,3829.268076277763,53.086818450939234,-1002.3333333333334,-16.184939986005705,3,3
P006,Brake System,Automotive Component,R02,Europe,Random Forest,2025-07-01,2025-12-01,6,6,57436.0,56506.96895377729,9492.925055294047,18460653.62744088,-929.0310462227171,1582.1541758823412,1754.0740020231417,16.527831073358254,-154.83850770378618,-1.6175065224296907,3,3
P006,Brake System,Automotive Component,R02,Europe,Naive Forecast,2025-07-01,2025-12-01,6,6,57436.0,61729.0,13955.0,47637909.0,4293.0,2325.8333333333335,2817.7387210314587,24.296608398913573,715.5,7.4744062957030435,3,3
P006,Brake System,Automotive Component,R02,Europe,Seasonal Naive,2025-07-01,2025-12-01,6,6,57436.0,38717.0,30841.0,194078987.0,-18719.0,5140.166666666667,5687.398160260395,53.69628804234278,-3119.8333333333335,-32.59105787311094,2,4
P006,Brake System,Automotive Component,R03,Asia,Random Forest,2025-07-01,2025-12-01,6,6,33482.0,33377.674678679745,10319.914675993365,30830754.806014348,-104.32532132025608,1719.9857793322274,2266.816960924663,30.82227667401399,-17.387553553376012,-0.3115862891113317,4,2
P006,Brake System,Automotive Component,R03,Asia,Seasonal Naive,2025-07-01,2025-12-01,6,6,33482.0,39984.0,12486.0,52767154.0,6502.0,2081.0,2965.556552599641,37.29167911116421,1083.6666666666667,19.41938952272863,2,4
P006,Brake System,Automotive Component,R03,Asia,Naive Forecast,2025-07-01,2025-12-01,6,6,33482.0,30761.0,19185.0,86877487.0,-2721.0,3197.5,3805.2044842119412,57.29944447762977,-453.5,-8.126754674153277,2,4
P006,Brake System,Automotive Component,R04,South America,Random Forest,2025-07-01,2025-12-01,6,6,57836.0,76324.34643460505,24414.27012211198,173013586.2847962,18488.346434605046,4069.0450203519963,5369.878742963634,42.21292987432046,3081.3910724341745,31.966848389593068,5,1
P006,Brake System,Automotive Component,R04,South America,Naive Forecast,2025-07-01,2025-12-01,6,6,57836.0,59857.0,29629.0,239622597.0,2021.0,4938.166666666667,6319.580642732554,51.22933812850128,336.8333333333333,3.494363372294073,3,3
P006,Brake System,Automotive Component,R04,South America,Seasonal Naive,2025-07-01,2025-12-01,6,6,57836.0,85797.0,38403.0,363031549.0,27961.0,6400.5,7778.512593463269,66.39982018120202,4660.166666666667,48.3453212531987,4,2
P007,Transmission,Automotive Component,R01,North America,Random Forest,2025-07-01,2025-12-01,6,6,49456.0,39939.875097107055,10806.874124005159,29675185.678012438,-9516.124902892943,1801.145687334193,2223.9299178860697,21.851492486260835,-1586.0208171488239,-19.241598396338045,1,5
P007,Transmission,Automotive Component,R01,North America,Seasonal Naive,2025-07-01,2025-12-01,6,6,49456.0,43952.0,13208.0,35620728.0,-5504.0,2201.3333333333335,2436.552482504738,26.706567453898415,-917.3333333333334,-11.12908443869298,2,4
P007,Transmission,Automotive Component,R01,North America,Naive Forecast,2025-07-01,2025-12-01,6,6,49456.0,45475.0,16283.0,57060331.0,-3981.0,2713.8333333333335,3083.837733517551,32.92421546425105,-663.5,-8.049579424134585,2,4
P007,Transmission,Automotive Component,R02,Europe,Random Forest,2025-07-01,2025-12-01,6,6,51246.0,45263.79048931033,20811.34504991429,152407761.83895504,-5982.209510689673,3468.5575083190483,5039.96960703394,40.61067214985421,-997.0349184482789,-11.67351502690878,2,4
P007,Transmission,Automotive Component,R02,Europe,Naive Forecast,2025-07-01,2025-12-01,6,6,51246.0,41358.0,22154.0,147391948.0,-9888.0,3692.3333333333335,4956.341863377331,43.23069117589665,-1648.0,-19.295164500643953,3,3
P007,Transmission,Automotive Component,R02,Europe,Seasonal Naive,2025-07-01,2025-12-01,6,6,51246.0,55609.0,25709.0,162263843.0,4363.0,4284.833333333333,5200.382085321552,50.167817976037156,727.1666666666666,8.513835226163993,3,3
P007,Transmission,Automotive Component,R03,Asia,Random Forest,2025-07-01,2025-12-01,6,6,33363.0,33509.35541101136,20276.771417787746,91501308.10980347,146.35541101136005,3379.461902964624,3905.152752236534,60.77622341452431,24.39256850189334,0.43867581156179014,3,3
P007,Transmission,Automotive Component,R03,Asia,Seasonal Naive,2025-07-01,2025-12-01,6,6,33363.0,32707.0,24786.0,131288796.0,-656.0,4131.0,4677.762926870066,74.29188022659832,-109.33333333333333,-1.9662500374666547,3,3
P007,Transmission,Automotive Component,R03,Asia,Naive Forecast,2025-07-01,2025-12-01,6,6,33363.0,32051.0,34264.0,253240244.0,-1312.0,5710.666666666667,6496.6689413370395,102.70059646914247,-218.66666666666666,-3.9325000749333094,2,4
P007,Transmission,Automotive Component,R04,South America,Seasonal Naive,2025-07-01,2025-12-01,6,6,72392.0,76604.0,18536.0,64936672.0,4212.0,3089.3333333333335,3289.7991833342453,25.60503923085424,702.0,5.8183224665708915,3,3
P007,Transmission,Automotive Component,R04,South America,Naive Forecast,2025-07-01,2025-12-01,6,6,72392.0,66214.0,22666.0,165478176.0,-6178.0,3777.6666666666665,5251.6374589265015,31.31008951265333,-1029.6666666666667,-8.534092164880096,2,4
P007,Transmission,Automotive Component,R04,South America,Random Forest,2025-07-01,2025-12-01,6,6,72392.0,83249.6559199801,26639.412443428875,125400275.82576787,10857.6559199801,4439.902073904813,4571.65680809062,36.79883473785622,1809.6093199966833,14.998419604348683,4,2
P008,Control Unit,Automotive Component,R01,North America,Naive Forecast,2025-07-01,2025-12-01,6,6,38727.0,32615.0,13600.0,47538782.0,-6112.0,2266.6666666666665,2814.805558707978,35.117618199189195,-1018.6666666666666,-15.782270767165027,2,4
P008,Control Unit,Automotive Component,R01,North America,Random Forest,2025-07-01,2025-12-01,6,6,38727.0,35287.2465369701,15930.011168699348,48040316.49148482,-3439.753463029895,2655.0018614498913,2829.614711448799,41.13412133317672,-573.2922438383158,-8.882055059854611,3,3
P008,Control Unit,Automotive Component,R01,North America,Seasonal Naive,2025-07-01,2025-12-01,6,6,38727.0,46707.0,19550.0,97651726.0,7980.0,3258.3333333333335,4034.2642038749354,50.481576161334466,1330.0,20.605778913936014,4,2
P008,Control Unit,Automotive Component,R02,Europe,Naive Forecast,2025-07-01,2025-12-01,6,6,57316.0,59414.0,9940.0,23543550.0,2098.0,1656.6666666666667,1980.8899515116937,17.342452369320956,349.6666666666667,3.6604089608486285,3,3
P008,Control Unit,Automotive Component,R02,Europe,Random Forest,2025-07-01,2025-12-01,6,6,57316.0,53545.660282670964,15572.506270367083,48275665.490019165,-3770.3397173290377,2595.4177117278473,2836.5373694588493,27.16956219967737,-628.389952888173,-6.578162672428358,2,4
P008,Control Unit,Automotive Component,R02,Europe,Seasonal Naive,2025-07-01,2025-12-01,6,6,57316.0,76702.0,32892.0,224846506.0,19386.0,5482.0,6121.635211825895,57.38711703538279,3231.0,33.823016260729986,4,2
P008,Control Unit,Automotive Component,R03,Asia,Random Forest,2025-07-01,2025-12-01,6,6,31482.0,38083.51854731147,14188.157207755296,56854529.20359573,6601.518547311464,2364.692867959216,3078.2714089673696,45.06752178309922,1100.2530912185773,20.969184128427244,4,2
P008,Control Unit,Automotive Component,R03,Asia,Seasonal Naive,2025-07-01,2025-12-01,6,6,31482.0,26427.0,17633.0,83564939.0,-5055.0,2938.8333333333335,3731.955229277722,56.009783368273936,-842.5,-16.056794358681152,3,3
P008,Control Unit,Automotive Component,R03,Asia,Naive Forecast,2025-07-01,2025-12-01,6,6,31482.0,30882.0,28058.0,133016006.0,-600.0,4676.333333333333,4708.4322585477785,89.12394384092498,-100.0,-1.905850962454736,3,3
P008,Control Unit,Automotive Component,R04,South America,Random Forest,2025-07-01,2025-12-01,6,6,80076.0,81686.2936036096,13886.086202153945,65759051.92090217,1610.2936036096053,2314.347700358991,3310.565206549635,17.341133675700515,268.3822672682675,2.010956595746048,3,3
P008,Control Unit,Automotive Component,R04,South America,Naive Forecast,2025-07-01,2025-12-01,6,6,80076.0,81887.0,26709.0,172418359.0,1811.0,4451.5,5360.633653465481,33.35456316499326,301.8333333333333,2.2616014785953342,3,3
P008,Control Unit,Automotive Component,R04,South America,Seasonal Naive,2025-07-01,2025-12-01,6,6,80076.0,83464.0,37784.0,254629556.0,3388.0,6297.333333333333,6514.465391214641,47.18517408461961,564.6666666666666,4.230980568459963,3,3
