forecast_month,Product_ID,Region_ID,Actual_Demand,Model,forecast_demand,Product_Category,Product_Line,Region,evaluation_scope,forecast_error,absolute_error,squared_error
2025-07-01,P002,R03,6384,Seasonal Naive,8810.0,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,2426.0,2426.0,5885476.0
2025-07-01,P002,R04,15238,Naive Forecast,13792.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-1446.0,1446.0,2090916.0
2025-07-01,P002,R04,15238,Random Forest,14226.396361817242,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-1011.603638182758,1011.603638182758,1023341.9207845924
2025-07-01,P002,R04,15238,Seasonal Naive,13114.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-2124.0,2124.0,4511376.0
2025-07-01,P003,R01,13162,Naive Forecast,8768.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-4394.0,4394.0,19307236.0
2025-07-01,P003,R01,13162,Random Forest,8125.400018251018,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-5036.599981748982,5036.599981748982,25367339.376153845
2025-07-01,P003,R01,13162,Seasonal Naive,12481.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-681.0,681.0,463761.0
2025-07-01,P003,R02,14929,Naive Forecast,12348.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-2581.0,2581.0,6661561.0
2025-07-01,P003,R02,14929,Random Forest,12200.303923266276,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-2728.696076733724,2728.696076733724,7445782.279182018
2025-07-01,P003,R02,14929,Seasonal Naive,10329.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-4600.0,4600.0,21160000.0
2025-07-01,P003,R03,3146,Naive Forecast,7295.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,4149.0,4149.0,17214201.0
2025-07-01,P003,R03,3146,Random Forest,8199.234487361016,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,5053.234487361016,5053.234487361016,25535178.784254752
2025-07-01,P003,R03,3146,Seasonal Naive,11838.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,8692.0,8692.0,75550864.0
2025-07-01,P003,R04,31424,Naive Forecast,22398.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-9026.0,9026.0,81468676.0
2025-07-01,P003,R04,31424,Random Forest,14682.857356782106,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-16741.142643217892,16741.142643217892,280265857.00056857
2025-07-01,P003,R04,31424,Seasonal Naive,16523.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-14901.0,14901.0,222039801.0
2025-07-01,P004,R01,6644,Naive Forecast,4848.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,-1796.0,1796.0,3225616.0
2025-07-01,P004,R01,6644,Random Forest,5178.524014388389,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,-1465.4759856116107,1465.4759856116107,2147619.8644043216
2025-07-01,P004,R01,6644,Seasonal Naive,6748.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,104.0,104.0,10816.0
2025-07-01,P004,R02,7104,Naive Forecast,6330.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-774.0,774.0,599076.0
2025-07-01,P004,R02,7104,Random Forest,6447.111279181595,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-656.8887208184051,656.8887208184051,431502.79153844056
2025-07-01,P004,R02,7104,Seasonal Naive,7494.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,390.0,390.0,152100.0
2025-07-01,P004,R03,3094,Naive Forecast,10320.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,7226.0,7226.0,52215076.0
2025-07-01,P004,R03,3094,Random Forest,7985.533383028898,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,4891.533383028898,4891.533383028898,23927098.837286137
2025-07-01,P004,R03,3094,Seasonal Naive,3051.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,-43.0,43.0,1849.0
2025-07-01,P004,R04,6207,Naive Forecast,7689.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,1482.0,1482.0,2196324.0
2025-07-01,P004,R04,6207,Random Forest,9780.693297799422,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,3573.693297799422,3573.693297799422,12771283.786736509
2025-07-01,P004,R04,6207,Seasonal Naive,15220.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,9013.0,9013.0,81234169.0
2025-07-01,P005,R01,4284,Naive Forecast,3889.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-395.0,395.0,156025.0
2025-07-01,P005,R01,4284,Random Forest,6031.698777104359,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,1747.6987771043587,1747.6987771043587,3054451.015492071
2025-07-01,P005,R01,4284,Seasonal Naive,5878.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,1594.0,1594.0,2540836.0
2025-07-01,P005,R02,4475,Naive Forecast,3126.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-1349.0,1349.0,1819801.0
2025-07-01,P005,R02,4475,Random Forest,6481.357924027359,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,2006.3579240273593,2006.3579240273593,4025472.119307375
2025-07-01,P005,R02,4475,Seasonal Naive,12087.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,7612.0,7612.0,57942544.0
2025-07-01,P005,R03,4545,Naive Forecast,3895.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,-650.0,650.0,422500.0
2025-07-01,P005,R03,4545,Random Forest,4770.146189158067,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,225.1461891580666,225.1461891580666,50690.806492399905
2025-07-01,P005,R03,4545,Seasonal Naive,3655.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,-890.0,890.0,792100.0
2025-07-01,P005,R04,14274,Naive Forecast,13461.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,-813.0,813.0,660969.0
2025-07-01,P005,R04,14274,Random Forest,13085.294814545216,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,-1188.7051854547844,1188.7051854547844,1413020.0179270934
2025-07-01,P005,R04,14274,Seasonal Naive,15752.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,1478.0,1478.0,2184484.0
2025-07-01,P006,R01,6950,Naive Forecast,937.0,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,-6013.0,6013.0,36156169.0
2025-07-01,P006,R01,6950,Random Forest,4790.783136363636,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,-2159.216863636364,2159.216863636364,4662217.464211657
2025-07-01,P006,R01,6950,Seasonal Naive,4145.0,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,-2805.0,2805.0,7868025.0
2025-07-01,P006,R02,10451,Naive Forecast,15868.0,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,5417.0,5417.0,29343889.0
2025-07-01,P006,R02,10451,Random Forest,9029.567212972852,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-1421.4327870271482,1421.4327870271482,2020471.1680357659
2025-07-01,P006,R02,10451,Seasonal Naive,4020.0,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-6431.0,6431.0,41357761.0
2025-07-01,P006,R03,4357,Naive Forecast,2708.0,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,-1649.0,1649.0,2719201.0
2025-07-01,P006,R03,4357,Random Forest,5231.651911990789,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,874.6519119907889,874.6519119907889,765015.9671491428
2025-07-01,P006,R03,4357,Seasonal Naive,3576.0,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,-781.0,781.0,609961.0
2025-07-01,P006,R04,3376,Naive Forecast,15430.0,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,12054.0,12054.0,145298916.0
2025-07-01,P006,R04,3376,Random Forest,12598.257079628058,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,9222.257079628058,9222.257079628058,85050025.64274983
2025-07-01,P006,R04,3376,Seasonal Naive,16025.0,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,12649.0,12649.0,159997201.0
2025-07-01,P007,R01,3730,Naive Forecast,5648.0,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,1918.0,1918.0,3678724.0
2025-07-01,P007,R01,3730,Random Forest,4375.374610556108,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,645.3746105561077,645.3746105561077,416508.3879504476
2025-07-01,P007,R01,3730,Seasonal Naive,6055.0,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,2325.0,2325.0,5405625.0
2025-07-01,P007,R02,6336,Naive Forecast,7455.0,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,1119.0,1119.0,1252161.0
2025-07-01,P007,R02,6336,Random Forest,8265.21284571582,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,1929.2128457158196,1929.2128457158196,3721862.204074931
2025-07-01,P007,R02,6336,Seasonal Naive,8422.0,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,2086.0,2086.0,4351396.0
2025-07-01,P007,R03,9510,Naive Forecast,302.0,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,-9208.0,9208.0,84787264.0
2025-07-01,P007,R03,9510,Random Forest,5051.294119227991,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,-4458.705880772009,4458.705880772009,19880058.131230894
2025-07-01,P007,R03,9510,Seasonal Naive,8385.0,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,-1125.0,1125.0,1265625.0
2025-07-01,P007,R04,9075,Naive Forecast,8867.0,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,-208.0,208.0,43264.0
2025-07-01,P007,R04,9075,Random Forest,12464.288895812524,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,3389.288895812524,3389.288895812524,11487279.219278079
2025-07-01,P007,R04,9075,Seasonal Naive,12455.0,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,3380.0,3380.0,11424400.0
2025-07-01,P008,R01,3169,Naive Forecast,4043.0,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,874.0,874.0,763876.0
2025-07-01,P008,R01,3169,Random Forest,6573.189887064322,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,3404.1898870643217,3404.1898870643217,11588508.787191
2025-07-01,P008,R01,3169,Seasonal Naive,10779.0,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,7610.0,7610.0,57912100.0
2025-07-01,P008,R02,10832,Naive Forecast,8048.0,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-2784.0,2784.0,7750656.0
2025-07-01,P008,R02,10832,Random Forest,6871.577728235407,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-3960.4222717645926,3960.4222717645926,15684944.570689017
2025-07-01,P008,R02,10832,Seasonal Naive,7534.0,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-3298.0,3298.0,10876804.0
2025-07-01,P008,R03,10127,Naive Forecast,5557.0,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,-4570.0,4570.0,20884900.0
2025-07-01,P008,R03,10127,Random Forest,7287.105223960013,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,-2839.894776039987,2839.894776039987,8065002.338979208
2025-07-01,P008,R03,10127,Seasonal Naive,2134.0,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,-7993.0,7993.0,63888049.0
2025-07-01,P008,R04,12345,Naive Forecast,14338.0,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,1993.0,1993.0,3972049.0
2025-07-01,P008,R04,12345,Random Forest,12863.633385363988,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,518.633385363988,518.633385363988,268980.58841411094
2025-07-01,P008,R04,12345,Seasonal Naive,16626.0,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,4281.0,4281.0,18326961.0
2025-08-01,P001,R01,13590,Naive Forecast,3906.0,Battery System,EV Component,North America,Final test / rolling one-month-ahead,-9684.0,9684.0,93779856.0
2025-08-01,P001,R01,13590,Random Forest,7660.469006281047,Battery System,EV Component,North America,Final test / rolling one-month-ahead,-5929.530993718953,5929.530993718953,35159337.80547368
2025-08-01,P001,R01,13590,Seasonal Naive,11369.0,Battery System,EV Component,North America,Final test / rolling one-month-ahead,-2221.0,2221.0,4932841.0
2025-08-01,P001,R02,8341,Naive Forecast,16164.0,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,7823.0,7823.0,61199329.0
2025-08-01,P001,R02,8341,Random Forest,11759.942337392473,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,3418.942337392473,3418.942337392473,11689166.706414705
2025-08-01,P001,R02,8341,Seasonal Naive,11770.0,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,3429.0,3429.0,11758041.0
2025-08-01,P001,R03,15541,Naive Forecast,1672.0,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-13869.0,13869.0,192349161.0
2025-08-01,P001,R03,15541,Random Forest,5937.901155464314,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-9603.098844535685,9603.098844535685,92219507.41792262
2025-08-01,P001,R03,15541,Seasonal Naive,6123.0,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-9418.0,9418.0,88698724.0
2025-08-01,P001,R04,15289,Naive Forecast,13417.0,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-1872.0,1872.0,3504384.0
2025-08-01,P001,R04,15289,Random Forest,13766.15879298904,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-1522.8412070109607,1522.8412070109607,2319045.3417705996
2025-08-01,P001,R04,15289,Seasonal Naive,14867.0,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-422.0,422.0,178084.0
2025-08-01,P002,R01,5652,Naive Forecast,10436.0,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,4784.0,4784.0,22886656.0
2025-08-01,P002,R01,5652,Random Forest,6263.127530123516,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,611.1275301235164,611.1275301235164,373476.85807486944
2025-08-01,P002,R01,5652,Seasonal Naive,6714.0,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,1062.0,1062.0,1127844.0
2025-08-01,P002,R02,11505,Naive Forecast,7965.0,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,-3540.0,3540.0,12531600.0
2025-08-01,P002,R02,11505,Random Forest,10480.620673201798,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,-1024.3793267982019,1024.3793267982019,1049353.0051715372
2025-08-01,P002,R02,11505,Seasonal Naive,6654.0,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,-4851.0,4851.0,23532201.0
2025-08-01,P002,R03,5717,Naive Forecast,6384.0,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,667.0,667.0,444889.0
2025-08-01,P002,R03,5717,Random Forest,6669.004908271691,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,952.0049082716914,952.0049082716914,906313.3453733916
2025-08-01,P002,R03,5717,Seasonal Naive,6133.0,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,416.0,416.0,173056.0
2025-08-01,P002,R04,6928,Naive Forecast,15238.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,8310.0,8310.0,69056100.0
2025-08-01,P002,R04,6928,Random Forest,13376.29887349184,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,6448.29887349184,6448.29887349184,41580558.36187613
2025-08-01,P002,R04,6928,Seasonal Naive,7445.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,517.0,517.0,267289.0
2025-08-01,P003,R01,5048,Naive Forecast,13162.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,8114.0,8114.0,65836996.0
2025-08-01,P003,R01,5048,Random Forest,10529.19662507131,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,5481.19662507131,5481.19662507131,30043516.44269312
2025-08-01,P003,R01,5048,Seasonal Naive,7571.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,2523.0,2523.0,6365529.0
2025-08-01,P003,R02,8786,Naive Forecast,14929.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,6143.0,6143.0,37736449.0
2025-08-01,P003,R02,8786,Random Forest,11881.549279461024,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,3095.5492794610236,3095.5492794610236,9582425.341571663
2025-08-01,P003,R02,8786,Seasonal Naive,11057.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,2271.0,2271.0,5157441.0
2025-08-01,P003,R03,7063,Naive Forecast,3146.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,-3917.0,3917.0,15342889.0
2025-08-01,P003,R03,7063,Random Forest,6262.142556273333,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,-800.857443726667,800.857443726667,641372.6451724117
2025-08-01,P003,R03,7063,Seasonal Naive,4697.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,-2366.0,2366.0,5597956.0
2025-08-01,P003,R04,13825,Naive Forecast,31424.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,17599.0,17599.0,309724801.0
2025-08-01,P003,R04,13825,Random Forest,15036.879974927862,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,1211.8799749278623,1211.8799749278623,1468653.0736311562
2025-08-01,P003,R04,13825,Seasonal Naive,22816.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,8991.0,8991.0,80838081.0
2025-08-01,P004,R01,5179,Naive Forecast,6644.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,1465.0,1465.0,2146225.0
2025-08-01,P004,R01,5179,Random Forest,6222.109627580816,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,1043.1096275808159,1043.1096275808159,1088077.6951517884
2025-08-01,P004,R01,5179,Seasonal Naive,7324.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,2145.0,2145.0,4601025.0
2025-08-01,P004,R02,16181,Naive Forecast,7104.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-9077.0,9077.0,82391929.0
2025-08-01,P004,R02,16181,Random Forest,7286.717672237657,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-8894.282327762343,8894.282327762343,79108258.12594552
2025-08-01,P004,R02,16181,Seasonal Naive,9912.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-6269.0,6269.0,39300361.0
2025-08-01,P004,R03,4661,Naive Forecast,3094.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,-1567.0,1567.0,2455489.0
2025-08-01,P004,R03,4661,Random Forest,7358.752793858267,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,2697.752793858267,2697.752793858267,7277870.136770085
2025-08-01,P004,R03,4661,Seasonal Naive,4468.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,-193.0,193.0,37249.0
2025-08-01,P004,R04,13092,Naive Forecast,6207.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,-6885.0,6885.0,47403225.0
2025-08-01,P004,R04,13092,Random Forest,10434.076865925745,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,-2657.9231340742554,2657.9231340742554,7064555.386647112
2025-08-01,P004,R04,13092,Seasonal Naive,11591.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,-1501.0,1501.0,2253001.0
2025-08-01,P005,R01,12247,Naive Forecast,4284.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-7963.0,7963.0,63409369.0
2025-08-01,P005,R01,12247,Random Forest,5647.537298354424,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-6599.462701645576,6599.462701645576,43552907.950411126
2025-08-01,P005,R01,12247,Seasonal Naive,7231.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-5016.0,5016.0,25160256.0
2025-08-01,P005,R02,13253,Naive Forecast,4475.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-8778.0,8778.0,77053284.0
2025-08-01,P005,R02,13253,Random Forest,6097.676707424517,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-7155.323292575483,7155.323292575483,51198651.42127325
2025-08-01,P005,R02,13253,Seasonal Naive,11793.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-1460.0,1460.0,2131600.0
2025-08-01,P005,R03,2509,Naive Forecast,4545.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,2036.0,2036.0,4145296.0
2025-08-01,P005,R03,2509,Random Forest,5610.977685023308,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,3101.9776850233084,3101.9776850233084,9622265.558382563
2025-08-01,P005,R03,2509,Seasonal Naive,10851.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,8342.0,8342.0,69588964.0
2025-08-01,P005,R04,7711,Naive Forecast,14274.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,6563.0,6563.0,43072969.0
2025-08-01,P005,R04,7711,Random Forest,10949.658622039724,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,3238.658622039724,3238.658622039724,10488909.670112243
2025-08-01,P005,R04,7711,Seasonal Naive,10326.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,2615.0,2615.0,6838225.0
2025-08-01,P006,R01,3649,Naive Forecast,6950.0,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,3301.0,3301.0,10896601.0
2025-08-01,P006,R01,3649,Random Forest,5169.240068542569,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,1520.2400685425691,1520.2400685425691,2311129.866002315
2025-08-01,P006,R01,3649,Seasonal Naive,6894.0,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,3245.0,3245.0,10530025.0
2025-08-01,P006,R02,10946,Naive Forecast,10451.0,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-495.0,495.0,245025.0
2025-08-01,P006,R02,10946,Random Forest,9964.257867285489,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-981.7421327145112,981.7421327145112,963817.6151468368
2025-08-01,P006,R02,10946,Seasonal Naive,5686.0,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-5260.0,5260.0,27667600.0
2025-08-01,P006,R03,8928,Naive Forecast,4357.0,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,-4571.0,4571.0,20894041.0
2025-08-01,P006,R03,8928,Random Forest,5104.076393284582,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,-3823.923606715418,3823.923606715418,14622391.74999545
2025-08-01,P006,R03,8928,Seasonal Naive,8295.0,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,-633.0,633.0,400689.0
2025-08-01,P006,R04,5272,Naive Forecast,3376.0,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,-1896.0,1896.0,3594816.0
2025-08-01,P006,R04,5272,Random Forest,13705.56114806027,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,8433.56114806027,8433.56114806027,71124953.63807164
2025-08-01,P006,R04,5272,Seasonal Naive,17535.0,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,12263.0,12263.0,150381169.0
2025-08-01,P007,R01,7583,Naive Forecast,3730.0,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-3853.0,3853.0,14845609.0
2025-08-01,P007,R01,7583,Random Forest,4700.739050699301,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-2882.2609493006994,2882.2609493006994,8307428.179863769
2025-08-01,P007,R01,7583,Seasonal Naive,4840.0,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-2743.0,2743.0,7524049.0
2025-08-01,P007,R02,3641,Naive Forecast,6336.0,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,2695.0,2695.0,7263025.0
2025-08-01,P007,R02,3641,Random Forest,9126.354923896488,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,5485.354923896488,5485.354923896488,30089118.641115446
2025-08-01,P007,R02,3641,Seasonal Naive,12942.0,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,9301.0,9301.0,86508601.0
