Month,Product_ID,Region_ID,Actual_Demand,Forecast_Demand
2023-04-01,P007,R03,4394,4166
2023-04-01,P007,R04,15079,16186
2023-04-01,P008,R01,4994,4745
2023-04-01,P008,R02,6544,6757
2023-04-01,P008,R03,4234,4102
2023-04-01,P008,R04,15002,14552
2023-05-01,P001,R01,11239,10523
2023-05-01,P001,R02,9569,9574
2023-05-01,P001,R03,11015,11189
2023-05-01,P001,R04,12226,12424
2023-05-01,P002,R01,6112,6547
2023-05-01,P002,R02,9208,9488
2023-05-01,P002,R03,6614,6931
2023-05-01,P002,R04,9313,8984
2023-05-01,P003,R01,10269,10106
2023-05-01,P003,R02,6960,6289
2023-05-01,P003,R03,2135,1955
2023-05-01,P003,R04,10844,10594
2023-05-01,P004,R01,7644,7200
2023-05-01,P004,R02,5630,5982
2023-05-01,P004,R03,7071,7320
2023-05-01,P004,R04,16257,17786
2023-05-01,P005,R01,6757,7280
2023-05-01,P005,R02,8629,9453
2023-05-01,P005,R03,6732,6550
2023-05-01,P005,R04,13841,13797
2023-05-01,P006,R01,3241,3158
2023-05-01,P006,R02,15170,16578
2023-05-01,P006,R03,2772,2718
2023-05-01,P006,R04,12851,11866
2023-05-01,P007,R01,4610,4379
2023-05-01,P007,R02,13086,12889
2023-05-01,P007,R03,6300,6429
2023-05-01,P007,R04,7036,7202
2023-05-01,P008,R01,3094,3254
2023-05-01,P008,R02,11183,11513
2023-05-01,P008,R03,4733,4724
2023-05-01,P008,R04,12828,11622
2023-06-01,P001,R01,11983,12450
2023-06-01,P001,R02,1434,1315
2023-06-01,P001,R03,5407,5373
2023-06-01,P001,R04,12342,13320
2023-06-01,P002,R01,9259,9438
2023-06-01,P002,R02,4628,4349
2023-06-01,P002,R03,4229,4489
2023-06-01,P002,R04,10080,9677
2023-06-01,P003,R01,3326,3377
2023-06-01,P003,R02,8951,9194
2023-06-01,P003,R03,1257,1315
2023-06-01,P003,R04,9007,8223
2023-06-01,P004,R01,5696,6099
2023-06-01,P004,R02,9263,8547
2023-06-01,P004,R03,5619,5163
2023-06-01,P004,R04,10611,10519
2023-06-01,P005,R01,9895,9642
2023-06-01,P005,R02,16573,15096
2023-06-01,P005,R03,5657,5279
2023-06-01,P005,R04,4062,4012
2023-06-01,P006,R01,13912,14827
2023-06-01,P006,R02,7010,6479
2023-06-01,P006,R03,5355,4931
2023-06-01,P006,R04,9810,10408
2023-06-01,P007,R01,6346,6336
2023-06-01,P007,R02,8815,8568
2023-06-01,P007,R03,4116,4084
2023-06-01,P007,R04,3758,3690
2023-06-01,P008,R01,8260,8725
2023-06-01,P008,R02,11178,10081
2023-06-01,P008,R03,2739,2702
2023-06-01,P008,R04,12471,11620
2023-07-01,P001,R01,7447,7161
2023-07-01,P001,R02,6700,6180
2023-07-01,P001,R03,2992,2948
2023-07-01,P001,R04,20807,21403
2023-07-01,P002,R01,3404,3514
2023-07-01,P002,R02,14939,15825
2023-07-01,P002,R03,2137,2271
2023-07-01,P002,R04,12680,12927
2023-07-01,P003,R01,8636,8382
2023-07-01,P003,R02,15834,14413
2023-07-01,P003,R03,979,888
2023-07-01,P003,R04,11687,10783
2023-07-01,P004,R01,7469,8191
2023-07-01,P004,R02,4851,5128
2023-07-01,P004,R03,2338,2293
2023-07-01,P004,R04,15872,15764
2023-07-01,P005,R01,8302,8696
2023-07-01,P005,R02,8224,8247
2023-07-01,P005,R03,2270,2206
2023-07-01,P005,R04,17025,16512
2023-07-01,P006,R01,4239,3992
2023-07-01,P006,R02,5218,5620
2023-07-01,P006,R03,3891,3824
2023-07-01,P006,R04,17092,17954
2023-07-01,P007,R01,13655,13856
2023-07-01,P007,R02,15295,16072
2023-07-01,P007,R03,2531,2440
2023-07-01,P007,R04,25331,26607
2023-07-01,P008,R01,6499,6875
2023-07-01,P008,R02,5141,4734
2023-07-01,P008,R03,2447,2247
2023-07-01,P008,R04,9816,10769
2023-08-01,P001,R01,9035,8344
2023-08-01,P001,R02,8521,8836
2023-08-01,P001,R03,4019,4218
2023-08-01,P001,R04,11478,10475
2023-08-01,P002,R01,6828,7164
2023-08-01,P002,R02,10165,10001
2023-08-01,P002,R03,7607,7264
2023-08-01,P002,R04,4951,5114
2023-08-01,P003,R01,11356,12112
2023-08-01,P003,R02,10073,10219
2023-08-01,P003,R03,6635,7126
2023-08-01,P003,R04,12649,11440
2023-08-01,P004,R01,3286,3442
2023-08-01,P004,R02,6129,5723
2023-08-01,P004,R03,7984,7642
2023-08-01,P004,R04,7167,7270
2023-08-01,P005,R01,10018,9566
2023-08-01,P005,R02,9663,9021
2023-08-01,P005,R03,12734,13715
2023-08-01,P005,R04,13029,14088
2023-08-01,P006,R01,4045,3669
2023-08-01,P006,R02,20326,20326
2023-08-01,P006,R03,5121,4817
2023-08-01,P006,R04,11423,12253
2023-08-01,P007,R01,5211,5171
2023-08-01,P007,R02,13981,13920
2023-08-01,P007,R03,3120,3199
2023-08-01,P007,R04,8464,7711
2023-08-01,P008,R01,4547,4208
2023-08-01,P008,R02,10136,10132
2023-08-01,P008,R03,1244,1360
2023-08-01,P008,R04,17304,18493
2023-09-01,P001,R01,9988,10765
2023-09-01,P001,R02,6256,5802
2023-09-01,P001,R03,9568,10445
2023-09-01,P001,R04,12428,12999
2023-09-01,P002,R01,6001,5791
2023-09-01,P002,R02,6642,7126
2023-09-01,P002,R03,3335,3499
2023-09-01,P002,R04,12204,12781
2023-09-01,P003,R01,5789,6060
2023-09-01,P003,R02,7909,8384
2023-09-01,P003,R03,2196,2392
2023-09-01,P003,R04,11995,11123
2023-09-01,P004,R01,6768,7444
2023-09-01,P004,R02,5692,6115
2023-09-01,P004,R03,8456,8357
2023-09-01,P004,R04,3970,3698
2023-09-01,P005,R01,10349,10253
2023-09-01,P005,R02,9887,10437
2023-09-01,P005,R03,6535,6668
2023-09-01,P005,R04,9833,9399
2023-09-01,P006,R01,4565,4479
2023-09-01,P006,R02,8474,9243
2023-09-01,P006,R03,2171,2302
2023-09-01,P006,R04,12617,11668
2023-09-01,P007,R01,4190,4228
2023-09-01,P007,R02,6896,7490
2023-09-01,P007,R03,4332,3928
2023-09-01,P007,R04,10802,9813
2023-09-01,P008,R01,6236,6506
2023-09-01,P008,R02,1876,1904
2023-09-01,P008,R03,4786,4351
2023-09-01,P008,R04,10394,11425
2023-10-01,P001,R01,7346,7463
2023-10-01,P001,R02,10497,10480
2023-10-01,P001,R03,12351,12221
2023-10-01,P001,R04,10448,10867
2023-10-01,P002,R01,7942,7875
2023-10-01,P002,R02,6456,6661
2023-10-01,P002,R03,7759,7740
2023-10-01,P002,R04,20471,20924
2023-10-01,P003,R01,4794,5086
2023-10-01,P003,R02,10455,11118
2023-10-01,P003,R03,6182,6613
2023-10-01,P003,R04,18189,17108
2023-10-01,P004,R01,11380,10381
2023-10-01,P004,R02,14842,15839
2023-10-01,P004,R03,3884,3528
2023-10-01,P004,R04,17217,16230
2023-10-01,P005,R01,5171,5198
2023-10-01,P005,R02,5903,6322
2023-10-01,P005,R03,4729,5104
2023-10-01,P005,R04,16395,16814
2023-10-01,P006,R01,7084,7745
2023-10-01,P006,R02,12653,13234
2023-10-01,P006,R03,9087,9137
2023-10-01,P006,R04,16806,15577
2023-10-01,P007,R01,10833,10678
2023-10-01,P007,R02,2601,2768
2023-10-01,P007,R03,3560,3405
2023-10-01,P007,R04,10649,10815
2023-10-01,P008,R01,7949,8717
2023-10-01,P008,R02,15379,14377
2023-10-01,P008,R03,2543,2340
2023-10-01,P008,R04,13245,14028
2023-11-01,P001,R01,15185,13742
2023-11-01,P001,R02,6765,6958
2023-11-01,P001,R03,5529,5347
2023-11-01,P001,R04,16363,17095
2023-11-01,P002,R01,9323,8614
2023-11-01,P002,R02,7407,7155
2023-11-01,P002,R03,5029,4543
2023-11-01,P002,R04,18381,17407
2023-11-01,P003,R01,4360,4345
2023-11-01,P003,R02,8483,7936
2023-11-01,P003,R03,6310,6435
2023-11-01,P003,R04,12667,11699
2023-11-01,P004,R01,4626,4852
2023-11-01,P004,R02,16275,17647
2023-11-01,P004,R03,12962,12666
2023-11-01,P004,R04,6756,6794
2023-11-01,P005,R01,11422,11395
2023-11-01,P005,R02,14053,14855
2023-11-01,P005,R03,7322,8045
2023-11-01,P005,R04,15501,16231
2023-11-01,P006,R01,9384,8848
2023-11-01,P006,R02,7466,7758
2023-11-01,P006,R03,5264,5385
2023-11-01,P006,R04,22265,20974
2023-11-01,P007,R01,4236,4016
2023-11-01,P007,R02,8271,8523
2023-11-01,P007,R03,4362,4630
2023-11-01,P007,R04,19803,20842
2023-11-01,P008,R01,8569,8751
2023-11-01,P008,R02,11261,12246
2023-11-01,P008,R03,10397,10877
2023-11-01,P008,R04,19191,19351
2023-12-01,P001,R01,5532,5881
2023-12-01,P001,R02,9534,9134
2023-12-01,P001,R03,8773,8358
2023-12-01,P001,R04,10604,11603
2023-12-01,P002,R01,3919,4271
2023-12-01,P002,R02,17689,19035
2023-12-01,P002,R03,2757,2599
2023-12-01,P002,R04,16410,16697
2023-12-01,P003,R01,9592,9659
2023-12-01,P003,R02,8193,7706
2023-12-01,P003,R03,9263,9166
2023-12-01,P003,R04,20386,20243
2023-12-01,P004,R01,12919,12248
2023-12-01,P004,R02,15419,16821
2023-12-01,P004,R03,4061,4055
2023-12-01,P004,R04,18008,18097
2023-12-01,P005,R01,15248,15548
2023-12-01,P005,R02,16083,17327
2023-12-01,P005,R03,6837,6882
2023-12-01,P005,R04,22182,22363
2023-12-01,P006,R01,5989,5677
2023-12-01,P006,R02,7294,7443
2023-12-01,P006,R03,10573,10321
2023-12-01,P006,R04,14068,14480
2023-12-01,P007,R01,3945,3787
2023-12-01,P007,R02,7181,7490
2023-12-01,P007,R03,14121,14456
2023-12-01,P007,R04,21970,21857
2023-12-01,P008,R01,9154,8415
2023-12-01,P008,R02,6163,6319
2023-12-01,P008,R03,6918,7415
2023-12-01,P008,R04,13208,12339
2024-01-01,P001,R01,11500,10544
2024-01-01,P001,R02,9828,8922
2024-01-01,P001,R03,5032,4560
2024-01-01,P001,R04,11052,11808
2024-01-01,P002,R01,8839,9241
2024-01-01,P002,R02,11296,10623
2024-01-01,P002,R03,1888,2045
2024-01-01,P002,R04,7893,7317
2024-01-01,P003,R01,6683,6514
2024-01-01,P003,R02,12196,12079
2024-01-01,P003,R03,12207,11171
2024-01-01,P003,R04,13130,12729
2024-01-01,P004,R01,4491,4133
2024-01-01,P004,R02,8158,8630
2024-01-01,P004,R03,0,0
2024-01-01,P004,R04,12976,11722
2024-01-01,P005,R01,5816,6086
2024-01-01,P005,R02,7791,8228
2024-01-01,P005,R03,8077,8069
2024-01-01,P005,R04,8286,7984
2024-01-01,P006,R01,9949,9424
2024-01-01,P006,R02,2897,2675
2024-01-01,P006,R03,5398,5380
2024-01-01,P006,R04,8415,8400
2024-01-01,P007,R01,11290,11190
2024-01-01,P007,R02,4870,5141
2024-01-01,P007,R03,6601,6072
2024-01-01,P007,R04,16209,16760
2024-01-01,P008,R01,2538,2488
2024-01-01,P008,R02,11863,11248
2024-01-01,P008,R03,809,838
2024-01-01,P008,R04,15441,14507
2024-02-01,P001,R01,7863,7439
2024-02-01,P001,R02,5394,5931
2024-02-01,P001,R03,8992,9690
2024-02-01,P001,R04,15976,16605
2024-02-01,P002,R01,9509,9158
2024-02-01,P002,R02,8316,8377
2024-02-01,P002,R03,1312,1214
2024-02-01,P002,R04,13364,12920
2024-02-01,P003,R01,7378,6740
2024-02-01,P003,R02,11291,11540
2024-02-01,P003,R03,4799,5142
2024-02-01,P003,R04,8909,9460
2024-02-01,P004,R01,6931,7424
2024-02-01,P004,R02,5114,4781
2024-02-01,P004,R03,6925,7132
2024-02-01,P004,R04,11581,12638
2024-02-01,P005,R01,4450,4702
2024-02-01,P005,R02,13252,11935
2024-02-01,P005,R03,7670,8256
2024-02-01,P005,R04,7507,7815
2024-02-01,P006,R01,8125,7510
2024-02-01,P006,R02,4428,4263
2024-02-01,P006,R03,2180,2013
2024-02-01,P006,R04,18447,19294
2024-02-01,P007,R01,1559,1404
2024-02-01,P007,R02,8284,8225
2024-02-01,P007,R03,5398,5937
2024-02-01,P007,R04,9448,10111
2024-02-01,P008,R01,10232,10410
2024-02-01,P008,R02,6340,6585
2024-02-01,P008,R03,4787,4886
2024-02-01,P008,R04,23425,24881
2024-03-01,P001,R01,3512,3783
2024-03-01,P001,R02,10330,10880
2024-03-01,P001,R03,4540,4251
2024-03-01,P001,R04,12551,12231
2024-03-01,P002,R01,6103,6450
2024-03-01,P002,R02,10361,11030
2024-03-01,P002,R03,5112,5243
2024-03-01,P002,R04,12611,13151
2024-03-01,P003,R01,8005,7483
2024-03-01,P003,R02,9761,9512
2024-03-01,P003,R03,7753,7806
2024-03-01,P003,R04,12989,14245
2024-03-01,P004,R01,5326,5644
2024-03-01,P004,R02,8113,7614
2024-03-01,P004,R03,3681,3572
2024-03-01,P004,R04,10043,9474
2024-03-01,P005,R01,5454,5074
2024-03-01,P005,R02,8756,8090
2024-03-01,P005,R03,903,987
2024-03-01,P005,R04,15299,16543
2024-03-01,P006,R01,7713,7687
2024-03-01,P006,R02,6406,6468
2024-03-01,P006,R03,6476,6914
2024-03-01,P006,R04,20001,20596
2024-03-01,P007,R01,7786,8148
2024-03-01,P007,R02,3411,3609
2024-03-01,P007,R03,2601,2592
2024-03-01,P007,R04,14536,15916
2024-03-01,P008,R01,7113,7295
2024-03-01,P008,R02,8694,8926
2024-03-01,P008,R03,6862,6369
2024-03-01,P008,R04,13560,14882
2024-04-01,P001,R01,10011,9151
2024-04-01,P001,R02,13734,15067
2024-04-01,P001,R03,4834,5230
2024-04-01,P001,R04,5857,6274
2024-04-01,P002,R01,9889,10232
2024-04-01,P002,R02,8145,8322
2024-04-01,P002,R03,5248,5769
2024-04-01,P002,R04,8125,8895
2024-04-01,P003,R01,7092,7534
2024-04-01,P003,R02,11105,10187
2024-04-01,P003,R03,8320,8107
2024-04-01,P003,R04,20946,22478
2024-04-01,P004,R01,9286,9662
2024-04-01,P004,R02,6912,6389
2024-04-01,P004,R03,2323,2252
2024-04-01,P004,R04,12451,11254
2024-04-01,P005,R01,10048,10837
2024-04-01,P005,R02,8481,8899
2024-04-01,P005,R03,826,815
2024-04-01,P005,R04,17287,18187
2024-04-01,P006,R01,4846,5266
2024-04-01,P006,R02,6863,6560
2024-04-01,P006,R03,8951,8567
2024-04-01,P006,R04,16063,16007
2024-04-01,P007,R01,4125,4295
2024-04-01,P007,R02,6436,7070
2024-04-01,P007,R03,2574,2400
2024-04-01,P007,R04,6668,6457
2024-04-01,P008,R01,12933,12579
2024-04-01,P008,R02,8744,9138
2024-04-01,P008,R03,7270,7832
2024-04-01,P008,R04,16241,15213
2024-05-01,P001,R01,8609,8976
2024-05-01,P001,R02,5966,6454
2024-05-01,P001,R03,3462,3199
2024-05-01,P001,R04,14621,15015
2024-05-01,P002,R01,7850,7382
2024-05-01,P002,R02,4837,4780
2024-05-01,P002,R03,4176,3864
2024-05-01,P002,R04,12129,12574
2024-05-01,P003,R01,6864,6728
2024-05-01,P003,R02,16086,16302
2024-05-01,P003,R03,3727,3744
2024-05-01,P003,R04,19730,20495
2024-05-01,P004,R01,11598,12515
2024-05-01,P004,R02,8880,8488
2024-05-01,P004,R03,1582,1612
2024-05-01,P004,R04,13497,13696
2024-05-01,P005,R01,6781,6530
2024-05-01,P005,R02,5017,5016
2024-05-01,P005,R03,3127,2839
2024-05-01,P005,R04,6890,6789
2024-05-01,P006,R01,10861,10362
2024-05-01,P006,R02,8149,8742
2024-05-01,P006,R03,8519,8276
2024-05-01,P006,R04,18649,17501
2024-05-01,P007,R01,3033,3050
2024-05-01,P007,R02,13991,14861
2024-05-01,P007,R03,3365,3266
2024-05-01,P007,R04,14510,15516
2024-05-01,P008,R01,2450,2364
2024-05-01,P008,R02,4972,5206
2024-05-01,P008,R03,7038,6496
2024-05-01,P008,R04,14708,13420
2024-06-01,P001,R01,10687,11194
2024-06-01,P001,R02,8907,8672
2024-06-01,P001,R03,7812,7644
2024-06-01,P001,R04,20253,20553
2024-06-01,P002,R01,5307,5823
2024-06-01,P002,R02,7182,6710
2024-06-01,P002,R03,3755,3604
2024-06-01,P002,R04,16515,17006
2024-06-01,P003,R01,2623,2728
2024-06-01,P003,R02,11164,11624
2024-06-01,P003,R03,3413,3478
2024-06-01,P003,R04,10444,10628
2024-06-01,P004,R01,4024,3740
2024-06-01,P004,R02,9857,10516
2024-06-01,P004,R03,8597,7752
2024-06-01,P004,R04,13069,12853
2024-06-01,P005,R01,4976,4692
2024-06-01,P005,R02,4766,4388
2024-06-01,P005,R03,6507,6272
2024-06-01,P005,R04,11917,12291
2024-06-01,P006,R01,4875,4872
2024-06-01,P006,R02,8579,9219
2024-06-01,P006,R03,7381,7528
2024-06-01,P006,R04,12230,11626
2024-06-01,P007,R01,5662,5679
2024-06-01,P007,R02,5160,4878
2024-06-01,P007,R03,4840,4528
2024-06-01,P007,R04,14785,16130
2024-06-01,P008,R01,6394,6353
2024-06-01,P008,R02,9525,9813
2024-06-01,P008,R03,1138,1222
2024-06-01,P008,R04,13346,12871
2024-07-01,P001,R01,6193,6550
2024-07-01,P001,R02,13842,14641
2024-07-01,P001,R03,11627,12380
2024-07-01,P001,R04,8923,8368
2024-07-01,P002,R01,8866,9686
2024-07-01,P002,R02,11351,10839
2024-07-01,P002,R03,8810,9297
2024-07-01,P002,R04,13114,12228
2024-07-01,P003,R01,12481,13539
2024-07-01,P003,R02,10329,10179
2024-07-01,P003,R03,11838,12237
2024-07-01,P003,R04,16523,17680
2024-07-01,P004,R01,6748,6454
2024-07-01,P004,R02,7494,7327
2024-07-01,P004,R03,3051,2937
2024-07-01,P004,R04,15220,14559
2024-07-01,P005,R01,5878,5890
2024-07-01,P005,R02,12087,12200
2024-07-01,P005,R03,3655,3345
2024-07-01,P005,R04,15752,16297
2024-07-01,P006,R01,4145,4078
2024-07-01,P006,R02,4020,4333
2024-07-01,P006,R03,3576,3851
2024-07-01,P006,R04,16025,16730
2024-07-01,P007,R01,6055,6483
2024-07-01,P007,R02,8422,9133
2024-07-01,P007,R03,8385,8514
2024-07-01,P007,R04,12455,13630
2024-07-01,P008,R01,10779,11760
2024-07-01,P008,R02,7534,6946
2024-07-01,P008,R03,2134,2143
2024-07-01,P008,R04,16626,15344
2024-08-01,P001,R01,11369,11787
2024-08-01,P001,R02,11770,12394
2024-08-01,P001,R03,6123,6594
2024-08-01,P001,R04,14867,15313
2024-08-01,P002,R01,6714,6652
2024-08-01,P002,R02,6654,6196
2024-08-01,P002,R03,6133,5673
2024-08-01,P002,R04,7445,7423
2024-08-01,P003,R01,7571,8074
2024-08-01,P003,R02,11057,11611
2024-08-01,P003,R03,4697,5054
2024-08-01,P003,R04,22816,24235
2024-08-01,P004,R01,7324,6892
2024-08-01,P004,R02,9912,9317
2024-08-01,P004,R03,4468,4430
2024-08-01,P004,R04,11591,10875
2024-08-01,P005,R01,7231,6779
2024-08-01,P005,R02,11793,11245
2024-08-01,P005,R03,10851,9814
2024-08-01,P005,R04,10326,10473
2024-08-01,P006,R01,6894,6751
2024-08-01,P006,R02,5686,5387
2024-08-01,P006,R03,8295,7688
2024-08-01,P006,R04,17535,17380
2024-08-01,P007,R01,4840,4938
2024-08-01,P007,R02,12942,14167
2024-08-01,P007,R03,7622,7246
2024-08-01,P007,R04,8995,8142
2024-08-01,P008,R01,4764,4988
2024-08-01,P008,R02,16629,15748
2024-08-01,P008,R03,4749,4734
2024-08-01,P008,R04,9320,9894
2024-09-01,P001,R01,5908,5360
2024-09-01,P001,R02,11121,10323
2024-09-01,P001,R03,7048,6481
2024-09-01,P001,R04,18535,17547
2024-09-01,P002,R01,12959,12111
2024-09-01,P002,R02,12983,12506
2024-09-01,P002,R03,5169,5423
2024-09-01,P002,R04,6505,5909
2024-09-01,P003,R01,3887,3555
2024-09-01,P003,R02,12162,12318
2024-09-01,P003,R03,10891,10935
2024-09-01,P003,R04,16385,16300
2024-09-01,P004,R01,8407,8433
2024-09-01,P004,R02,11895,12470
2024-09-01,P004,R03,2386,2422
2024-09-01,P004,R04,16135,15996
2024-09-01,P005,R01,6260,5736
2024-09-01,P005,R02,6003,6573
2024-09-01,P005,R03,4956,4697
2024-09-01,P005,R04,18481,19845
2024-09-01,P006,R01,5772,5632
2024-09-01,P006,R02,10655,11046
2024-09-01,P006,R03,8856,8774
2024-09-01,P006,R04,17775,17256
2024-09-01,P007,R01,8621,8818
2024-09-01,P007,R02,6193,6237
2024-09-01,P007,R03,602,569
2024-09-01,P007,R04,11718,11334
2024-09-01,P008,R01,8870,8043
2024-09-01,P008,R02,21418,20105
2024-09-01,P008,R03,3144,3040
2024-09-01,P008,R04,14703,16091
2024-10-01,P001,R01,11360,11421
2024-10-01,P001,R02,12421,12919
2024-10-01,P001,R03,5587,5780
2024-10-01,P001,R04,20858,22864
2024-10-01,P002,R01,10396,10511
2024-10-01,P002,R02,10297,10473
2024-10-01,P002,R03,6735,6465
2024-10-01,P002,R04,20640,21160
2024-10-01,P003,R01,9982,10496
2024-10-01,P003,R02,14130,13008
2024-10-01,P003,R03,13778,13723
2024-10-01,P003,R04,19374,19071
2024-10-01,P004,R01,11569,10674
2024-10-01,P004,R02,9252,8958
2024-10-01,P004,R03,9452,9518
2024-10-01,P004,R04,12866,13251
2024-10-01,P005,R01,4824,4620
2024-10-01,P005,R02,8324,8284
2024-10-01,P005,R03,12395,12975
2024-10-01,P005,R04,18044,17763
2024-10-01,P006,R01,5797,6308
2024-10-01,P006,R02,3770,3416
2024-10-01,P006,R03,5558,5291
2024-10-01,P006,R04,11014,10206
2024-10-01,P007,R01,7386,7446
2024-10-01,P007,R02,6576,6151
2024-10-01,P007,R03,7552,7917
2024-10-01,P007,R04,15887,17216
2024-10-01,P008,R01,4110,3869
2024-10-01,P008,R02,14699,15894
2024-10-01,P008,R03,4489,4607
2024-10-01,P008,R04,9335,8767
2024-11-01,P001,R01,18120,18977
2024-11-01,P001,R02,8291,7612
2024-11-01,P001,R03,6019,6250
2024-11-01,P001,R04,14712,15774
2024-11-01,P002,R01,6345,6916
2024-11-01,P002,R02,11365,10352
2024-11-01,P002,R03,7146,6519
2024-11-01,P002,R04,20301,22048
2024-11-01,P003,R01,8489,8980
2024-11-01,P003,R02,7583,7998
2024-11-01,P003,R03,11213,11757
2024-11-01,P003,R04,10627,11088
2024-11-01,P004,R01,2878,2943
2024-11-01,P004,R02,7128,7573
2024-11-01,P004,R03,6989,6337
2024-11-01,P004,R04,13355,13996
2024-11-01,P005,R01,12982,13197
2024-11-01,P005,R02,11343,12267
2024-11-01,P005,R03,1641,1784
2024-11-01,P005,R04,11716,11109
2024-11-01,P006,R01,5844,6182
2024-11-01,P006,R02,12631,13785
2024-11-01,P006,R03,5022,4787
2024-11-01,P006,R04,14200,15197
2024-11-01,P007,R01,10552,10734
2024-11-01,P007,R02,11004,10772
2024-11-01,P007,R03,2712,2887
2024-11-01,P007,R04,16290,17496
2024-11-01,P008,R01,9638,9219
2024-11-01,P008,R02,4484,4748
