Month,Product_ID,Region_ID,Actual_Demand,Naive_Forecast,Seasonal_Naive_Forecast,Forecast_Demand,Forecast_Error,Absolute_Error,Squared_Error
2025-09-01,P001,R01,9236,13590.0,5908.0,7052.833245785703,-2183.166754214297,2183.166754214297,4766217.076706588
2025-09-01,P001,R02,12766,8341.0,11121.0,12141.059153138525,-624.9408468614747,624.9408468614747,390551.06207593717
2025-09-01,P001,R03,10957,15541.0,7048.0,7370.083770799121,-3586.9162292008787,3586.9162292008787,12865968.03530465
2025-09-01,P001,R04,13922,15289.0,18535.0,13859.046513124304,-62.9534868756964,62.9534868756964,3963.1415098084785
2025-09-01,P002,R01,2160,5652.0,12959.0,6791.967695505605,4631.967695505605,4631.967695505605,21455124.732207503
2025-09-01,P002,R02,6727,11505.0,12983.0,12929.466468090197,6202.466468090197,6202.466468090197,38470590.28778328
2025-09-01,P002,R03,9572,5717.0,5169.0,5888.693608048622,-3683.306391951378,3683.306391951378,13566745.976989878
2025-09-01,P002,R04,13134,6928.0,6505.0,13782.128591791974,648.128591791974,648.128591791974,420070.6714982473
2025-09-01,P003,R01,9613,5048.0,3887.0,8018.6416728036675,-1594.3583271963325,1594.3583271963325,2541978.475500288
2025-09-01,P003,R02,17143,8786.0,12162.0,11982.885297632916,-5160.114702367084,5160.114702367084,26626783.741584938
2025-09-01,P003,R03,7599,7063.0,10891.0,7172.662040859057,-426.337959140943,426.337959140943,181764.05540446436
2025-09-01,P003,R04,17786,13825.0,16385.0,13932.27556444944,-3853.724435550561,3853.724435550561,14851192.02515949
2025-09-01,P004,R01,8446,5179.0,8407.0,6744.9026052232075,-1701.0973947767925,1701.0973947767925,2893732.346516391
2025-09-01,P004,R02,9286,16181.0,11895.0,9279.223051365301,-6.776948634698783,6.776948634698783,45.9270327973457
2025-09-01,P004,R03,0,4661.0,2386.0,7515.063712814963,7515.063712814963,7515.063712814963,56476182.60766821
2025-09-01,P004,R04,5721,13092.0,16135.0,13187.413499281225,7466.413499281225,7466.413499281225,55747330.54224891
2025-09-01,P005,R01,10962,12247.0,6260.0,6773.579113827066,-4188.420886172934,4188.420886172934,17542869.519729666
2025-09-01,P005,R02,8527,13253.0,6003.0,6249.293690470227,-2277.7063095297726,2277.7063095297726,5187946.032471736
2025-09-01,P005,R03,3485,2509.0,4956.0,5489.202919857921,2004.2029198579212,2004.2029198579212,4016829.343967017
2025-09-01,P005,R04,23193,7711.0,18481.0,13064.995285200914,-10128.004714799086,10128.004714799086,102576479.50299253
2025-09-01,P006,R01,3630,3649.0,5772.0,4317.843628080253,687.8436280802534,687.8436280802534,473128.85669060604
2025-09-01,P006,R02,8651,10946.0,10655.0,10263.329673021424,1612.3296730214242,1612.3296730214242,2599606.974505373
2025-09-01,P006,R03,2610,8928.0,8856.0,6238.378973845599,3628.378973845599,3628.378973845599,13165133.977844842
2025-09-01,P006,R04,13738,5272.0,17775.0,14002.995210317453,264.9952103174528,264.9952103174528,70222.46149119105
2025-09-01,P007,R01,11861,7583.0,8621.0,7751.434951420719,-4109.565048579281,4109.565048579281,16888524.88850443
2025-09-01,P007,R02,9445,3641.0,6193.0,7766.703609617817,-1678.2963903821828,1678.2963903821828,2816678.7739698645
2025-09-01,P007,R03,4513,1817.0,602.0,5720.231749639251,1207.2317496392507,1207.2317496392507,1457408.4973370463
2025-09-01,P007,R04,7724,9809.0,11718.0,14167.383874790528,6443.383874790528,6443.383874790528,41517195.7579106
2025-09-01,P008,R01,7808,3893.0,8870.0,5172.876277181152,-2635.1237228188484,2635.1237228188484,6943877.034562667
2025-09-01,P008,R02,10313,11121.0,21418.0,9111.403817945944,-1201.596182054056,1201.596182054056,1443833.3847268843
2025-09-01,P008,R03,1764,6378.0,3144.0,6717.533442819545,4953.533442819545,4953.533442819545,24537493.56913165
2025-09-01,P008,R04,7396,15982.0,14703.0,14409.114553306346,7013.114553306346,7013.114553306346,49183775.737797275
2025-10-01,P001,R01,5834,9236.0,11360.0,7498.23982374062,1664.2398237406196,1664.2398237406196,2769694.1909242086
2025-10-01,P001,R02,11017,12766.0,12421.0,15096.92334232299,4079.9233423229907,4079.9233423229907,16645774.479232004
2025-10-01,P001,R03,8080,10957.0,5587.0,7471.643782265252,-608.3562177347476,608.3562177347476,370097.2876565276
2025-10-01,P001,R04,22560,13922.0,20858.0,13260.78141277882,-9299.21858722118,9299.21858722118,86475466.33291987
2025-10-01,P002,R01,6196,2160.0,10396.0,7403.533946414766,1207.5339464147664,1207.5339464147664,1458138.23174402
2025-10-01,P002,R02,2473,6727.0,10297.0,8703.211387631527,6230.211387631527,6230.211387631527,38815533.93457356
2025-10-01,P002,R03,7424,9572.0,6735.0,7442.1876628173395,18.187662817339515,18.187662817339515,330.79107875723435
2025-10-01,P002,R04,18955,13134.0,20640.0,16673.050036045934,-2281.9499639540663,2281.9499639540663,5207295.637989964
2025-10-01,P003,R01,13679,9613.0,9982.0,10559.24825868576,-3119.7517413142396,3119.7517413142396,9732850.92743323
2025-10-01,P003,R02,20362,17143.0,14130.0,14918.315785865563,-5443.684214134437,5443.684214134437,29633697.82321646
2025-10-01,P003,R03,6281,7599.0,13778.0,7197.543133813888,916.5431338138878,916.5431338138878,840051.3161413823
2025-10-01,P003,R04,26405,17786.0,19374.0,16074.097480755367,-10330.902519244633,10330.902519244633,106727546.86213511
2025-10-01,P004,R01,6971,8446.0,11569.0,8251.922589549567,1280.9225895495674,1280.9225895495674,1640762.6804183696
2025-10-01,P004,R02,9976,9286.0,9252.0,9694.987785632251,-281.01221436774904,281.01221436774904,78967.86462386574
2025-10-01,P004,R03,6061,0.0,9452.0,6360.279894718594,299.2798947185938,299.2798947185938,89568.4553827726
2025-10-01,P004,R04,16810,5721.0,12866.0,8819.47405074555,-7990.52594925445,7990.52594925445,63848504.94570873
2025-10-01,P005,R01,7559,10962.0,4824.0,7283.233771401552,-275.7662285984479,275.7662285984479,76047.01283541144
2025-10-01,P005,R02,9988,8527.0,8324.0,6595.65363273056,-3392.3463672694397,3392.3463672694397,11508013.875526164
2025-10-01,P005,R03,8232,3485.0,12395.0,7251.583256327002,-980.4167436729977,980.4167436729977,961216.9912743644
2025-10-01,P005,R04,10801,23193.0,18044.0,16859.037102633472,6058.037102633472,6058.037102633472,36699813.53688376
2025-10-01,P006,R01,5491,3630.0,5797.0,5167.018030136533,-323.9819698634674,323.9819698634674,104964.3167966127
2025-10-01,P006,R02,7239,8651.0,3770.0,9419.25857522692,2180.2585752269206,2180.2585752269206,4753527.454850522
2025-10-01,P006,R03,7036,2610.0,5558.0,5647.803608058608,-1388.196391941392,1388.196391941392,1927089.222599099
2025-10-01,P006,R04,12074,13738.0,11014.0,12901.952176918949,827.9521769189487,827.9521769189487,685504.8072648261
2025-10-01,P007,R01,7628,11861.0,7386.0,5891.210150322197,-1736.7898496778034,1736.7898496778034,3016438.981943847
2025-10-01,P007,R02,7126,9445.0,6576.0,7037.45501370639,-88.54498629361024,88.54498629361024,7840.214597735625
2025-10-01,P007,R03,5512,4513.0,7552.0,4566.15882705914,-945.8411729408599,945.8411729408599,894615.5244301417
2025-10-01,P007,R04,18449,7724.0,15887.0,13640.636639069266,-4808.363360930734,4808.363360930734,23120358.210741106
2025-10-01,P008,R01,8286,7808.0,4110.0,5319.198922979799,-2966.801077020201,2966.801077020201,8801908.630608223
2025-10-01,P008,R02,11161,10313.0,14699.0,10235.778140692639,-925.2218593073612,925.2218593073612,856035.4889401705
2025-10-01,P008,R03,6211,1764.0,4489.0,6527.812308522947,316.8123085229472,316.8123085229472,100370.03883163909
2025-10-01,P008,R04,15618,7396.0,9335.0,12416.927566197686,-3201.0724338023138,3201.0724338023138,10246864.726449069
2025-11-01,P001,R01,10025,5834.0,18120.0,10477.13700576906,452.1370057690601,452.1370057690601,204427.8719858111
2025-11-01,P001,R02,9580,11017.0,8291.0,12546.147339202465,2966.1473392024654,2966.1473392024654,8798030.037857866
2025-11-01,P001,R03,5193,8080.0,6019.0,10266.627694004528,5073.627694004528,5073.627694004528,25741697.977369707
2025-11-01,P001,R04,11623,22560.0,14712.0,13615.762661378816,1992.7626613788161,1992.7626613788161,3971103.0245855823
2025-11-01,P002,R01,7555,6196.0,6345.0,6268.855147044061,-1286.1448529559393,1286.1448529559393,1654168.5827850548
2025-11-01,P002,R02,6599,2473.0,11365.0,9027.369005375183,2428.3690053751834,2428.3690053751834,5896976.026266858
2025-11-01,P002,R03,3973,7424.0,7146.0,8590.588191491266,4617.588191491266,4617.588191491266,21322120.706199583
2025-11-01,P002,R04,11941,18955.0,20301.0,13886.222610036493,1945.2226100364933,1945.2226100364933,3783891.002597187
2025-11-01,P003,R01,10407,13679.0,8489.0,9885.258081950458,-521.7419180495417,521.7419180495417,272214.6290500147
2025-11-01,P003,R02,7785,20362.0,7583.0,14244.927537454374,6459.927537454374,6459.927537454374,41730663.78916133
2025-11-01,P003,R03,6199,6281.0,11213.0,6349.516867173373,150.5168671733727,150.5168671733727,22655.32730368672
2025-11-01,P003,R04,17350,26405.0,10627.0,16142.508454559336,-1207.4915454406637,1207.4915454406637,1458035.8323106824
2025-11-01,P004,R01,128,6971.0,2878.0,7494.169250793364,7366.169250793364,7366.169250793364,54260449.43133367
2025-11-01,P004,R02,3906,9976.0,7128.0,10648.082145965143,6742.082145965143,6742.082145965143,45455671.662941955
2025-11-01,P004,R03,6928,6061.0,6989.0,5819.643728754495,-1108.356271245505,1108.356271245505,1228453.6240092395
2025-11-01,P004,R04,5192,16810.0,13355.0,15127.290724205,9935.290724205,9935.290724205,98710001.77447392
2025-11-01,P005,R01,7060,7559.0,12982.0,8467.15916342509,1407.1591634250908,1407.1591634250908,1980096.9112112015
2025-11-01,P005,R02,18078,9988.0,11343.0,9283.028221502782,-8794.971778497218,8794.971778497218,77351528.58456253
2025-11-01,P005,R03,4876,8232.0,1641.0,5276.528489357864,400.5284893578637,400.5284893578637,160423.07078729232
2025-11-01,P005,R04,12639,10801.0,11716.0,12963.946264452858,324.9462644528576,324.9462644528576,105590.07478186645
2025-11-01,P006,R01,10487,5491.0,5844.0,5717.657118284496,-4769.342881715504,4769.342881715504,22746631.523370344
2025-11-01,P006,R02,8574,7239.0,12631.0,9063.35875628732,489.3587562873199,489.3587562873199,239471.99235507258
2025-11-01,P006,R03,5122,7036.0,5022.0,5134.335117909866,12.335117909866312,12.335117909866312,152.15513385030465
2025-11-01,P006,R04,9967,12074.0,14200.0,12669.542663433785,2702.5426634337855,2702.5426634337855,7303736.847679779
2025-11-01,P007,R01,9025,7628.0,10552.0,8407.824071978837,-617.1759280211627,617.1759280211627,380906.1261287834
2025-11-01,P007,R02,7355,7126.0,11004.0,6446.382904167874,-908.6170958321263,908.6170958321263,825585.0268384074
2025-11-01,P007,R03,10397,5512.0,2712.0,5736.339050324675,-4660.660949675325,4660.660949675325,21721760.487828504
2025-11-01,P007,R04,12290,18449.0,16290.0,16864.661535324438,4574.661535324438,4574.661535324438,20927528.162776943
2025-11-01,P008,R01,5416,8286.0,9638.0,6833.933951687264,1417.9339516872642,1417.9339516872642,2010536.691347461
2025-11-01,P008,R02,7939,11161.0,4484.0,10760.90525408119,2821.90525408119,2821.90525408119,7963149.263011025
2025-11-01,P008,R03,845,6211.0,3071.0,5655.849529743134,4810.849529743134,4810.849529743134,23144273.19782973
2025-11-01,P008,R04,16208,15618.0,11955.0,15661.574112705393,-546.4258872946066,546.4258872946066,298581.2503056981
2025-12-01,P001,R01,12233,10025.0,12568.0,8268.225196016874,-3964.774803983126,3964.774803983126,15719439.246299434
2025-12-01,P001,R02,15907,9580.0,17105.0,14461.724314393941,-1445.2756856060587,1445.2756856060587,2088821.807404063
2025-12-01,P001,R03,5702,5193.0,4727.0,7556.995164058795,1854.9951640587951,1854.9951640587951,3441007.0586815164
2025-12-01,P001,R04,24643,11623.0,15235.0,12859.879229199898,-11783.120770800102,11783.120770800102,138841935.09926078
2025-12-01,P002,R01,7702,7555.0,13718.0,6902.619443295013,-799.3805567049867,799.3805567049867,639009.2744379744
2025-12-01,P002,R02,10468,6599.0,10879.0,6868.161093417606,-3599.838906582394,3599.838906582394,12958840.153344326
2025-12-01,P002,R03,8411,3973.0,13454.0,7393.088746706453,-1017.9112532935469,1017.9112532935469,1036143.3195816394
2025-12-01,P002,R04,13483,11941.0,9995.0,13496.78889360003,13.78889360003086,13.78889360003086,190.13358671297203
2025-12-01,P003,R01,9317,10407.0,10437.0,10179.07536517649,862.0753651764899,862.0753651764899,743173.9352441784
2025-12-01,P003,R02,10879,7785.0,15439.0,12706.63508892496,1827.6350889249607,1827.6350889249607,3340250.018269749
2025-12-01,P003,R03,7006,6199.0,7723.0,7292.205698573346,286.2056985733461,286.2056985733461,81913.70189585706
2025-12-01,P003,R04,11942,17350.0,26700.0,16477.59114936453,4535.591149364529,4535.591149364529,20571587.07419385
2025-12-01,P004,R01,1658,128.0,3566.0,5101.908082070705,3443.908082070705,3443.908082070705,11860502.877751922
2025-12-01,P004,R02,9544,3906.0,2731.0,8361.102006193963,-1182.8979938060365,1182.8979938060365,1399247.663750346
2025-12-01,P004,R03,2797,6928.0,5561.0,4986.383088758465,2189.3830887584654,2189.3830887584654,4793398.309341558
2025-12-01,P004,R04,18632,5192.0,12686.0,8521.322747724045,-10110.677252275955,10110.677252275955,102225794.49969044
2025-12-01,P005,R01,4217,7060.0,7906.0,7928.398816088697,3711.3988160886965,3711.3988160886965,13774481.172064578
2025-12-01,P005,R02,7417,18078.0,6525.0,11540.723811632814,4123.7238116328135,4123.7238116328135,17005098.07462746
2025-12-01,P005,R03,5506,4876.0,4602.0,6488.4516240565,982.4516240564999,982.4516240564999,965211.1936112542
2025-12-01,P005,R04,3264,12639.0,10481.0,15367.662602383725,12103.662602383725,12103.662602383725,146498648.39234236
2025-12-01,P006,R01,6951,10487.0,7954.0,8324.40905917693,1373.409059176931,1373.409059176931,1886252.4438292624
2025-12-01,P006,R02,11575,8574.0,1955.0,8767.196868983277,-2807.8031310167225,2807.8031310167225,7883758.422547311
2025-12-01,P006,R03,5429,5122.0,8677.0,6021.4286735903,592.4286735902997,592.4286735902997,350971.73329196183
2025-12-01,P006,R04,13409,9967.0,9248.0,10446.038156246532,-2962.961843753468,2962.961843753468,8779142.88753895
2025-12-01,P007,R01,9629,9025.0,6498.0,8813.292262129895,-815.7077378701051,815.7077378701051,665379.1136211641
2025-12-01,P007,R02,17343,7355.0,10472.0,6621.68119220594,-10721.318807794061,10721.318807794061,114946676.97835867
2025-12-01,P007,R03,1614,10397.0,5834.0,7988.126182450946,6374.126182450946,6374.126182450946,40629484.58980667
2025-12-01,P007,R04,15045,12290.0,11259.0,11962.485099206346,-3082.5149007936543,3082.5149007936543,9501898.113614913
2025-12-01,P008,R01,10155,5416.0,8546.0,6072.042483974427,-4082.9575160255727,4082.9575160255727,16670542.077669714
2025-12-01,P008,R02,5950,7939.0,11938.0,9029.178022437833,3079.1780224378326,3079.1780224378326,9481337.29386416
2025-12-01,P008,R03,6157,845.0,8840.0,5203.575445818072,-953.4245541819282,953.4245541819282,909018.3805170086
2025-12-01,P008,R04,12527,16208.0,21525.0,12743.441964211439,216.44196421143897,216.44196421143897,46847.12387170583
