Month,Product_ID,Region_ID,Actual_Demand,Year,Month_Number,Time_Index
2023-05-01,P006,R03,2772,2023,5,5
2023-05-01,P006,R04,12851,2023,5,5
2023-05-01,P007,R01,4610,2023,5,5
2023-05-01,P007,R02,13086,2023,5,5
2023-05-01,P007,R03,6300,2023,5,5
2023-05-01,P007,R04,7036,2023,5,5
2023-05-01,P008,R01,3094,2023,5,5
2023-05-01,P008,R02,11183,2023,5,5
2023-05-01,P008,R03,4733,2023,5,5
2023-05-01,P008,R04,12828,2023,5,5
2023-06-01,P001,R01,11983,2023,6,6
2023-06-01,P001,R02,1434,2023,6,6
2023-06-01,P001,R03,5407,2023,6,6
2023-06-01,P001,R04,12342,2023,6,6
2023-06-01,P002,R01,9259,2023,6,6
2023-06-01,P002,R02,4628,2023,6,6
2023-06-01,P002,R03,4229,2023,6,6
2023-06-01,P002,R04,10080,2023,6,6
2023-06-01,P003,R01,3326,2023,6,6
2023-06-01,P003,R02,8951,2023,6,6
2023-06-01,P003,R03,1257,2023,6,6
2023-06-01,P003,R04,9007,2023,6,6
2023-06-01,P004,R01,5696,2023,6,6
2023-06-01,P004,R02,9263,2023,6,6
2023-06-01,P004,R03,5619,2023,6,6
2023-06-01,P004,R04,10611,2023,6,6
2023-06-01,P005,R01,9895,2023,6,6
2023-06-01,P005,R02,16573,2023,6,6
2023-06-01,P005,R03,5657,2023,6,6
2023-06-01,P005,R04,4062,2023,6,6
2023-06-01,P006,R01,13912,2023,6,6
2023-06-01,P006,R02,7010,2023,6,6
2023-06-01,P006,R03,5355,2023,6,6
2023-06-01,P006,R04,9810,2023,6,6
2023-06-01,P007,R01,6346,2023,6,6
2023-06-01,P007,R02,8815,2023,6,6
2023-06-01,P007,R03,4116,2023,6,6
2023-06-01,P007,R04,3758,2023,6,6
2023-06-01,P008,R01,8260,2023,6,6
2023-06-01,P008,R02,11178,2023,6,6
2023-06-01,P008,R03,2739,2023,6,6
2023-06-01,P008,R04,12471,2023,6,6
2023-07-01,P001,R01,7447,2023,7,7
2023-07-01,P001,R02,6700,2023,7,7
2023-07-01,P001,R03,2992,2023,7,7
2023-07-01,P001,R04,20807,2023,7,7
2023-07-01,P002,R01,3404,2023,7,7
2023-07-01,P002,R02,14939,2023,7,7
2023-07-01,P002,R03,2137,2023,7,7
2023-07-01,P002,R04,12680,2023,7,7
2023-07-01,P003,R01,8636,2023,7,7
2023-07-01,P003,R02,15834,2023,7,7
2023-07-01,P003,R03,979,2023,7,7
2023-07-01,P003,R04,11687,2023,7,7
2023-07-01,P004,R01,7469,2023,7,7
2023-07-01,P004,R02,4851,2023,7,7
2023-07-01,P004,R03,2338,2023,7,7
2023-07-01,P004,R04,15872,2023,7,7
2023-07-01,P005,R01,8302,2023,7,7
2023-07-01,P005,R02,8224,2023,7,7
2023-07-01,P005,R03,2270,2023,7,7
2023-07-01,P005,R04,17025,2023,7,7
2023-07-01,P006,R01,4239,2023,7,7
2023-07-01,P006,R02,5218,2023,7,7
2023-07-01,P006,R03,3891,2023,7,7
2023-07-01,P006,R04,17092,2023,7,7
2023-07-01,P007,R01,13655,2023,7,7
2023-07-01,P007,R02,15295,2023,7,7
2023-07-01,P007,R03,2531,2023,7,7
2023-07-01,P007,R04,25331,2023,7,7
2023-07-01,P008,R01,6499,2023,7,7
2023-07-01,P008,R02,5141,2023,7,7
2023-07-01,P008,R03,2447,2023,7,7
2023-07-01,P008,R04,9816,2023,7,7
2023-08-01,P001,R01,9035,2023,8,8
2023-08-01,P001,R02,8521,2023,8,8
2023-08-01,P001,R03,4019,2023,8,8
2023-08-01,P001,R04,11478,2023,8,8
2023-08-01,P002,R01,6828,2023,8,8
2023-08-01,P002,R02,10165,2023,8,8
2023-08-01,P002,R03,7607,2023,8,8
2023-08-01,P002,R04,4951,2023,8,8
2023-08-01,P003,R01,11356,2023,8,8
2023-08-01,P003,R02,10073,2023,8,8
2023-08-01,P003,R03,6635,2023,8,8
2023-08-01,P003,R04,12649,2023,8,8
2023-08-01,P004,R01,3286,2023,8,8
2023-08-01,P004,R02,6129,2023,8,8
2023-08-01,P004,R03,7984,2023,8,8
2023-08-01,P004,R04,7167,2023,8,8
2023-08-01,P005,R01,10018,2023,8,8
2023-08-01,P005,R02,9663,2023,8,8
2023-08-01,P005,R03,12734,2023,8,8
2023-08-01,P005,R04,13029,2023,8,8
2023-08-01,P006,R01,4045,2023,8,8
2023-08-01,P006,R02,20326,2023,8,8
2023-08-01,P006,R03,5121,2023,8,8
2023-08-01,P006,R04,11423,2023,8,8
2023-08-01,P007,R01,5211,2023,8,8
2023-08-01,P007,R02,13981,2023,8,8
2023-08-01,P007,R03,3120,2023,8,8
2023-08-01,P007,R04,8464,2023,8,8
2023-08-01,P008,R01,4547,2023,8,8
2023-08-01,P008,R02,10136,2023,8,8
2023-08-01,P008,R03,1244,2023,8,8
2023-08-01,P008,R04,17304,2023,8,8
2023-09-01,P001,R01,9988,2023,9,9
2023-09-01,P001,R02,6256,2023,9,9
2023-09-01,P001,R03,9568,2023,9,9
2023-09-01,P001,R04,12428,2023,9,9
2023-09-01,P002,R01,6001,2023,9,9
2023-09-01,P002,R02,6642,2023,9,9
2023-09-01,P002,R03,3335,2023,9,9
2023-09-01,P002,R04,12204,2023,9,9
2023-09-01,P003,R01,5789,2023,9,9
2023-09-01,P003,R02,7909,2023,9,9
2023-09-01,P003,R03,2196,2023,9,9
2023-09-01,P003,R04,11995,2023,9,9
2023-09-01,P004,R01,6768,2023,9,9
2023-09-01,P004,R02,5692,2023,9,9
2023-09-01,P004,R03,8456,2023,9,9
2023-09-01,P004,R04,3970,2023,9,9
2023-09-01,P005,R01,10349,2023,9,9
2023-09-01,P005,R02,9887,2023,9,9
2023-09-01,P005,R03,6535,2023,9,9
2023-09-01,P005,R04,9833,2023,9,9
2023-09-01,P006,R01,4565,2023,9,9
2023-09-01,P006,R02,8474,2023,9,9
2023-09-01,P006,R03,2171,2023,9,9
2023-09-01,P006,R04,12617,2023,9,9
2023-09-01,P007,R01,4190,2023,9,9
2023-09-01,P007,R02,6896,2023,9,9
2023-09-01,P007,R03,4332,2023,9,9
2023-09-01,P007,R04,10802,2023,9,9
2023-09-01,P008,R01,6236,2023,9,9
2023-09-01,P008,R02,1876,2023,9,9
2023-09-01,P008,R03,4786,2023,9,9
2023-09-01,P008,R04,10394,2023,9,9
2023-10-01,P001,R01,7346,2023,10,10
2023-10-01,P001,R02,10497,2023,10,10
2023-10-01,P001,R03,12351,2023,10,10
2023-10-01,P001,R04,10448,2023,10,10
2023-10-01,P002,R01,7942,2023,10,10
2023-10-01,P002,R02,6456,2023,10,10
2023-10-01,P002,R03,7759,2023,10,10
2023-10-01,P002,R04,20471,2023,10,10
2023-10-01,P003,R01,4794,2023,10,10
2023-10-01,P003,R02,10455,2023,10,10
2023-10-01,P003,R03,6182,2023,10,10
2023-10-01,P003,R04,18189,2023,10,10
2023-10-01,P004,R01,11380,2023,10,10
2023-10-01,P004,R02,14842,2023,10,10
2023-10-01,P004,R03,3884,2023,10,10
2023-10-01,P004,R04,17217,2023,10,10
2023-10-01,P005,R01,5171,2023,10,10
2023-10-01,P005,R02,5903,2023,10,10
2023-10-01,P005,R03,4729,2023,10,10
2023-10-01,P005,R04,16395,2023,10,10
2023-10-01,P006,R01,7084,2023,10,10
2023-10-01,P006,R02,12653,2023,10,10
2023-10-01,P006,R03,9087,2023,10,10
2023-10-01,P006,R04,16806,2023,10,10
2023-10-01,P007,R01,10833,2023,10,10
2023-10-01,P007,R02,2601,2023,10,10
2023-10-01,P007,R03,3560,2023,10,10
2023-10-01,P007,R04,10649,2023,10,10
2023-10-01,P008,R01,7949,2023,10,10
2023-10-01,P008,R02,15379,2023,10,10
2023-10-01,P008,R03,2543,2023,10,10
2023-10-01,P008,R04,13245,2023,10,10
2023-11-01,P001,R01,15185,2023,11,11
2023-11-01,P001,R02,6765,2023,11,11
2023-11-01,P001,R03,5529,2023,11,11
2023-11-01,P001,R04,16363,2023,11,11
2023-11-01,P002,R01,9323,2023,11,11
2023-11-01,P002,R02,7407,2023,11,11
2023-11-01,P002,R03,5029,2023,11,11
2023-11-01,P002,R04,18381,2023,11,11
2023-11-01,P003,R01,4360,2023,11,11
2023-11-01,P003,R02,8483,2023,11,11
2023-11-01,P003,R03,6310,2023,11,11
2023-11-01,P003,R04,12667,2023,11,11
2023-11-01,P004,R01,4626,2023,11,11
2023-11-01,P004,R02,16275,2023,11,11
2023-11-01,P004,R03,12962,2023,11,11
2023-11-01,P004,R04,6756,2023,11,11
2023-11-01,P005,R01,11422,2023,11,11
2023-11-01,P005,R02,14053,2023,11,11
2023-11-01,P005,R03,7322,2023,11,11
2023-11-01,P005,R04,15501,2023,11,11
2023-11-01,P006,R01,9384,2023,11,11
2023-11-01,P006,R02,7466,2023,11,11
2023-11-01,P006,R03,5264,2023,11,11
2023-11-01,P006,R04,22265,2023,11,11
2023-11-01,P007,R01,4236,2023,11,11
2023-11-01,P007,R02,8271,2023,11,11
2023-11-01,P007,R03,4362,2023,11,11
2023-11-01,P007,R04,19803,2023,11,11
2023-11-01,P008,R01,8569,2023,11,11
2023-11-01,P008,R02,11261,2023,11,11
2023-11-01,P008,R03,10397,2023,11,11
2023-11-01,P008,R04,19191,2023,11,11
2023-12-01,P001,R01,5532,2023,12,12
2023-12-01,P001,R02,9534,2023,12,12
2023-12-01,P001,R03,8773,2023,12,12
2023-12-01,P001,R04,10604,2023,12,12
2023-12-01,P002,R01,3919,2023,12,12
2023-12-01,P002,R02,17689,2023,12,12
2023-12-01,P002,R03,2757,2023,12,12
2023-12-01,P002,R04,16410,2023,12,12
2023-12-01,P003,R01,9592,2023,12,12
2023-12-01,P003,R02,8193,2023,12,12
2023-12-01,P003,R03,9263,2023,12,12
2023-12-01,P003,R04,20386,2023,12,12
2023-12-01,P004,R01,12919,2023,12,12
2023-12-01,P004,R02,15419,2023,12,12
2023-12-01,P004,R03,4061,2023,12,12
2023-12-01,P004,R04,18008,2023,12,12
2023-12-01,P005,R01,15248,2023,12,12
2023-12-01,P005,R02,16083,2023,12,12
2023-12-01,P005,R03,6837,2023,12,12
2023-12-01,P005,R04,22182,2023,12,12
2023-12-01,P006,R01,5989,2023,12,12
2023-12-01,P006,R02,7294,2023,12,12
2023-12-01,P006,R03,10573,2023,12,12
2023-12-01,P006,R04,14068,2023,12,12
2023-12-01,P007,R01,3945,2023,12,12
2023-12-01,P007,R02,7181,2023,12,12
2023-12-01,P007,R03,14121,2023,12,12
2023-12-01,P007,R04,21970,2023,12,12
2023-12-01,P008,R01,9154,2023,12,12
2023-12-01,P008,R02,6163,2023,12,12
2023-12-01,P008,R03,6918,2023,12,12
2023-12-01,P008,R04,13208,2023,12,12
2024-01-01,P001,R01,11500,2024,1,13
2024-01-01,P001,R02,9828,2024,1,13
2024-01-01,P001,R03,5032,2024,1,13
2024-01-01,P001,R04,11052,2024,1,13
2024-01-01,P002,R01,8839,2024,1,13
2024-01-01,P002,R02,11296,2024,1,13
2024-01-01,P002,R03,1888,2024,1,13
2024-01-01,P002,R04,7893,2024,1,13
2024-01-01,P003,R01,6683,2024,1,13
2024-01-01,P003,R02,12196,2024,1,13
2024-01-01,P003,R03,12207,2024,1,13
2024-01-01,P003,R04,13130,2024,1,13
2024-01-01,P004,R01,4491,2024,1,13
2024-01-01,P004,R02,8158,2024,1,13
2024-01-01,P004,R03,0,2024,1,13
2024-01-01,P004,R04,12976,2024,1,13
2024-01-01,P005,R01,5816,2024,1,13
2024-01-01,P005,R02,7791,2024,1,13
2024-01-01,P005,R03,8077,2024,1,13
2024-01-01,P005,R04,8286,2024,1,13
2024-01-01,P006,R01,9949,2024,1,13
2024-01-01,P006,R02,2897,2024,1,13
2024-01-01,P006,R03,5398,2024,1,13
2024-01-01,P006,R04,8415,2024,1,13
2024-01-01,P007,R01,11290,2024,1,13
2024-01-01,P007,R02,4870,2024,1,13
2024-01-01,P007,R03,6601,2024,1,13
2024-01-01,P007,R04,16209,2024,1,13
2024-01-01,P008,R01,2538,2024,1,13
2024-01-01,P008,R02,11863,2024,1,13
2024-01-01,P008,R03,809,2024,1,13
2024-01-01,P008,R04,15441,2024,1,13
2024-02-01,P001,R01,7863,2024,2,14
2024-02-01,P001,R02,5394,2024,2,14
2024-02-01,P001,R03,8992,2024,2,14
2024-02-01,P001,R04,15976,2024,2,14
2024-02-01,P002,R01,9509,2024,2,14
2024-02-01,P002,R02,8316,2024,2,14
2024-02-01,P002,R03,1312,2024,2,14
2024-02-01,P002,R04,13364,2024,2,14
2024-02-01,P003,R01,7378,2024,2,14
2024-02-01,P003,R02,11291,2024,2,14
2024-02-01,P003,R03,4799,2024,2,14
2024-02-01,P003,R04,8909,2024,2,14
2024-02-01,P004,R01,6931,2024,2,14
2024-02-01,P004,R02,5114,2024,2,14
2024-02-01,P004,R03,6925,2024,2,14
2024-02-01,P004,R04,11581,2024,2,14
2024-02-01,P005,R01,4450,2024,2,14
2024-02-01,P005,R02,13252,2024,2,14
2024-02-01,P005,R03,7670,2024,2,14
2024-02-01,P005,R04,7507,2024,2,14
2024-02-01,P006,R01,8125,2024,2,14
2024-02-01,P006,R02,4428,2024,2,14
2024-02-01,P006,R03,2180,2024,2,14
2024-02-01,P006,R04,18447,2024,2,14
2024-02-01,P007,R01,1559,2024,2,14
2024-02-01,P007,R02,8284,2024,2,14
2024-02-01,P007,R03,5398,2024,2,14
2024-02-01,P007,R04,9448,2024,2,14
2024-02-01,P008,R01,10232,2024,2,14
2024-02-01,P008,R02,6340,2024,2,14
2024-02-01,P008,R03,4787,2024,2,14
2024-02-01,P008,R04,23425,2024,2,14
2024-03-01,P001,R01,3512,2024,3,15
2024-03-01,P001,R02,10330,2024,3,15
2024-03-01,P001,R03,4540,2024,3,15
2024-03-01,P001,R04,12551,2024,3,15
2024-03-01,P002,R01,6103,2024,3,15
2024-03-01,P002,R02,10361,2024,3,15
2024-03-01,P002,R03,5112,2024,3,15
2024-03-01,P002,R04,12611,2024,3,15
2024-03-01,P003,R01,8005,2024,3,15
2024-03-01,P003,R02,9761,2024,3,15
2024-03-01,P003,R03,7753,2024,3,15
2024-03-01,P003,R04,12989,2024,3,15
2024-03-01,P004,R01,5326,2024,3,15
2024-03-01,P004,R02,8113,2024,3,15
2024-03-01,P004,R03,3681,2024,3,15
2024-03-01,P004,R04,10043,2024,3,15
2024-03-01,P005,R01,5454,2024,3,15
2024-03-01,P005,R02,8756,2024,3,15
2024-03-01,P005,R03,903,2024,3,15
2024-03-01,P005,R04,15299,2024,3,15
2024-03-01,P006,R01,7713,2024,3,15
2024-03-01,P006,R02,6406,2024,3,15
2024-03-01,P006,R03,6476,2024,3,15
2024-03-01,P006,R04,20001,2024,3,15
2024-03-01,P007,R01,7786,2024,3,15
2024-03-01,P007,R02,3411,2024,3,15
2024-03-01,P007,R03,2601,2024,3,15
2024-03-01,P007,R04,14536,2024,3,15
2024-03-01,P008,R01,7113,2024,3,15
2024-03-01,P008,R02,8694,2024,3,15
2024-03-01,P008,R03,6862,2024,3,15
2024-03-01,P008,R04,13560,2024,3,15
2024-04-01,P001,R01,10011,2024,4,16
2024-04-01,P001,R02,13734,2024,4,16
2024-04-01,P001,R03,4834,2024,4,16
2024-04-01,P001,R04,5857,2024,4,16
2024-04-01,P002,R01,9889,2024,4,16
2024-04-01,P002,R02,8145,2024,4,16
2024-04-01,P002,R03,5248,2024,4,16
2024-04-01,P002,R04,8125,2024,4,16
2024-04-01,P003,R01,7092,2024,4,16
2024-04-01,P003,R02,11105,2024,4,16
2024-04-01,P003,R03,8320,2024,4,16
2024-04-01,P003,R04,20946,2024,4,16
2024-04-01,P004,R01,9286,2024,4,16
2024-04-01,P004,R02,6912,2024,4,16
2024-04-01,P004,R03,2323,2024,4,16
2024-04-01,P004,R04,12451,2024,4,16
2024-04-01,P005,R01,10048,2024,4,16
2024-04-01,P005,R02,8481,2024,4,16
2024-04-01,P005,R03,826,2024,4,16
2024-04-01,P005,R04,17287,2024,4,16
2024-04-01,P006,R01,4846,2024,4,16
2024-04-01,P006,R02,6863,2024,4,16
2024-04-01,P006,R03,8951,2024,4,16
2024-04-01,P006,R04,16063,2024,4,16
2024-04-01,P007,R01,4125,2024,4,16
2024-04-01,P007,R02,6436,2024,4,16
2024-04-01,P007,R03,2574,2024,4,16
2024-04-01,P007,R04,6668,2024,4,16
2024-04-01,P008,R01,12933,2024,4,16
2024-04-01,P008,R02,8744,2024,4,16
2024-04-01,P008,R03,7270,2024,4,16
2024-04-01,P008,R04,16241,2024,4,16
2024-05-01,P001,R01,8609,2024,5,17
2024-05-01,P001,R02,5966,2024,5,17
2024-05-01,P001,R03,3462,2024,5,17
2024-05-01,P001,R04,14621,2024,5,17
2024-05-01,P002,R01,7850,2024,5,17
2024-05-01,P002,R02,4837,2024,5,17
2024-05-01,P002,R03,4176,2024,5,17
2024-05-01,P002,R04,12129,2024,5,17
2024-05-01,P003,R01,6864,2024,5,17
2024-05-01,P003,R02,16086,2024,5,17
2024-05-01,P003,R03,3727,2024,5,17
2024-05-01,P003,R04,19730,2024,5,17
2024-05-01,P004,R01,11598,2024,5,17
2024-05-01,P004,R02,8880,2024,5,17
2024-05-01,P004,R03,1582,2024,5,17
2024-05-01,P004,R04,13497,2024,5,17
2024-05-01,P005,R01,6781,2024,5,17
2024-05-01,P005,R02,5017,2024,5,17
2024-05-01,P005,R03,3127,2024,5,17
2024-05-01,P005,R04,6890,2024,5,17
2024-05-01,P006,R01,10861,2024,5,17
2024-05-01,P006,R02,8149,2024,5,17
2024-05-01,P006,R03,8519,2024,5,17
2024-05-01,P006,R04,18649,2024,5,17
2024-05-01,P007,R01,3033,2024,5,17
2024-05-01,P007,R02,13991,2024,5,17
2024-05-01,P007,R03,3365,2024,5,17
2024-05-01,P007,R04,14510,2024,5,17
2024-05-01,P008,R01,2450,2024,5,17
2024-05-01,P008,R02,4972,2024,5,17
2024-05-01,P008,R03,7038,2024,5,17
2024-05-01,P008,R04,14708,2024,5,17
2024-06-01,P001,R01,10687,2024,6,18
2024-06-01,P001,R02,8907,2024,6,18
2024-06-01,P001,R03,7812,2024,6,18
2024-06-01,P001,R04,20253,2024,6,18
2024-06-01,P002,R01,5307,2024,6,18
2024-06-01,P002,R02,7182,2024,6,18
2024-06-01,P002,R03,3755,2024,6,18
2024-06-01,P002,R04,16515,2024,6,18
2024-06-01,P003,R01,2623,2024,6,18
2024-06-01,P003,R02,11164,2024,6,18
2024-06-01,P003,R03,3413,2024,6,18
2024-06-01,P003,R04,10444,2024,6,18
2024-06-01,P004,R01,4024,2024,6,18
2024-06-01,P004,R02,9857,2024,6,18
2024-06-01,P004,R03,8597,2024,6,18
2024-06-01,P004,R04,13069,2024,6,18
2024-06-01,P005,R01,4976,2024,6,18
2024-06-01,P005,R02,4766,2024,6,18
2024-06-01,P005,R03,6507,2024,6,18
2024-06-01,P005,R04,11917,2024,6,18
2024-06-01,P006,R01,4875,2024,6,18
2024-06-01,P006,R02,8579,2024,6,18
2024-06-01,P006,R03,7381,2024,6,18
2024-06-01,P006,R04,12230,2024,6,18
2024-06-01,P007,R01,5662,2024,6,18
2024-06-01,P007,R02,5160,2024,6,18
2024-06-01,P007,R03,4840,2024,6,18
2024-06-01,P007,R04,14785,2024,6,18
2024-06-01,P008,R01,6394,2024,6,18
2024-06-01,P008,R02,9525,2024,6,18
2024-06-01,P008,R03,1138,2024,6,18
2024-06-01,P008,R04,13346,2024,6,18
2024-07-01,P001,R01,6193,2024,7,19
2024-07-01,P001,R02,13842,2024,7,19
2024-07-01,P001,R03,11627,2024,7,19
2024-07-01,P001,R04,8923,2024,7,19
2024-07-01,P002,R01,8866,2024,7,19
2024-07-01,P002,R02,11351,2024,7,19
2024-07-01,P002,R03,8810,2024,7,19
2024-07-01,P002,R04,13114,2024,7,19
2024-07-01,P003,R01,12481,2024,7,19
2024-07-01,P003,R02,10329,2024,7,19
2024-07-01,P003,R03,11838,2024,7,19
2024-07-01,P003,R04,16523,2024,7,19
2024-07-01,P004,R01,6748,2024,7,19
2024-07-01,P004,R02,7494,2024,7,19
2024-07-01,P004,R03,3051,2024,7,19
2024-07-01,P004,R04,15220,2024,7,19
2024-07-01,P005,R01,5878,2024,7,19
2024-07-01,P005,R02,12087,2024,7,19
2024-07-01,P005,R03,3655,2024,7,19
2024-07-01,P005,R04,15752,2024,7,19
2024-07-01,P006,R01,4145,2024,7,19
2024-07-01,P006,R02,4020,2024,7,19
2024-07-01,P006,R03,3576,2024,7,19
2024-07-01,P006,R04,16025,2024,7,19
2024-07-01,P007,R01,6055,2024,7,19
2024-07-01,P007,R02,8422,2024,7,19
2024-07-01,P007,R03,8385,2024,7,19
2024-07-01,P007,R04,12455,2024,7,19
2024-07-01,P008,R01,10779,2024,7,19
